property_type,area,bathrooms,bedrooms,parking_spots,neighborhood,rent,more_than_1_floor,furnished,barbecue_grill,kitchen,security,beach_distance,latitude,longitude
apartment,4.007333185232471,1,2,1,Boa Viagem,7.90100705199242,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,5.662960480135946,4,3,4,Boa Viagem,9.740968623038354,0,0,0,0,1,0.1194440822840356,-8.1040701,-34.8872976
apartment,3.970291913552122,1,2,1,Graças,7.7406644019172415,0,0,0,0,0,3.7664547149333054,-8.0394194,-34.9012035
apartment,4.174387269895637,2,2,1,Tamarineira,7.408530566894626,0,1,0,1,0,3.85887085988297,-8.0295267,-34.9004764
apartment,4.605170185988092,2,3,1,Boa Viagem,8.145839612936841,0,1,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,3.912023005428146,1,1,1,Boa Viagem,6.907755278982137,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,4.700480365792417,3,3,1,Torre,7.243512974665482,0,0,0,0,0,4.46405658427687,-8.0425107,-34.9074638
apartment,4.127134385045092,2,2,1,Boa Viagem,7.649692623711514,0,0,0,0,0,1.2644979036650392,-8.1266931,-34.9099144
apartment,3.713572066704308,1,1,1,Boa Viagem,7.9868449011613825,0,0,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,4.663439094112067,3,3,2,Aflitos,8.412054873292933,0,1,1,0,1,3.4628711536046994,-8.0389472,-34.8984369
apartment,4.8283137373023015,3,3,1,Boa Viagem,7.932003152361385,0,0,0,0,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,4.543294782270004,3,3,2,Boa Viagem,8.216088098632316,0,0,1,0,1,0.2721795400797374,-8.1169559,-34.8957441
apartment,5.0106352940962555,5,4,2,Pina,8.955448122347393,0,0,1,0,1,0.1085657057262383,-8.099475,-34.8852336
apartment,4.584967478670572,3,3,2,Boa Viagem,8.22389538017882,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,5.313205979041787,3,4,3,Ilha do Retiro,9.047821442478408,0,0,1,0,1,3.066677805088075,-8.0667836,-34.9009774
apartment,4.605170185988092,1,2,1,Graças,7.346010209913293,0,0,0,0,0,3.3727420738118266,-8.0508304,-34.8959636
apartment,4.394449154672439,3,3,2,Boa Viagem,8.411832675758411,0,0,0,0,1,0.1962171652176594,-8.1161778,-34.894659
apartment,3.4657359027997265,1,1,1,Paissandu,8.160518247477505,0,1,0,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,5.288267030694535,5,4,3,Ilha do Retiro,8.496990484098719,0,1,0,0,1,3.066677805088075,-8.0667836,-34.9009774
apartment,4.382026634673881,2,3,1,Várzea,7.438383530044307,0,0,0,0,0,8.496000639563446,-8.0418579,-34.9440907
apartment,4.74493212836325,3,3,2,Boa Viagem,8.122668023346407,0,0,1,0,1,0.5666294950631254,-8.1223405,-34.9014857
apartment,5.298317366548036,4,4,3,Boa Viagem,8.411832675758411,0,0,0,0,0,0.1186666801945093,-8.108476,-34.8895188
apartment,4.174387269895637,2,3,0,São José,7.090076835776092,0,0,0,0,0,1.137771827201853,-8.0719858,-34.88295465279285
apartment,4.04305126783455,1,2,1,Iputinga,7.163946684342547,0,0,1,0,1,7.277778996984733,-8.0404255,-34.9330606
apartment,3.6375861597263857,1,1,1,Boa Viagem,7.495541943884256,0,0,0,0,0,0.4344335675502966,-8.1097853,-34.8925737
apartment,4.0943445622221,2,2,1,Iputinga,7.029972911706386,0,0,0,1,0,7.157442407419012,-8.0329322,-34.9315897
apartment,4.04305126783455,1,2,1,Iputinga,7.083387847625295,0,0,1,0,1,7.277778996984733,-8.0404255,-34.9330606
apartment,5.3471075307174685,3,4,3,Boa Viagem,8.779557455883728,0,0,0,0,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,5.19295685089021,4,4,3,Boa Viagem,9.17107965802288,0,0,0,0,1,0.03094776868688,-8.1364165,-34.9016825
apartment,4.77912349311153,3,3,2,Parnamirim,8.354674261918463,0,1,0,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,4.3694478524670215,2,3,1,Várzea,7.170119543449628,0,0,0,0,0,9.756044350405976,-8.0489853,-34.9596983
apartment,4.836281906951478,3,3,1,Jaqueira,7.9724660159745655,0,0,0,0,0,3.929940116899437,-8.0350924,-34.9023628
apartment,5.0238805208462765,4,4,3,Paissandu,8.340456012916183,0,0,0,0,1,3.2267417803533243,-8.0648682,-34.90154485949357
apartment,4.442651256490317,2,3,1,Torre,7.038783541388542,0,0,0,0,0,4.459669787948076,-8.0459628,-34.9070714
apartment,4.31748811353631,2,2,1,Bongi,6.937314081223682,0,0,0,1,0,4.869912954100828,-8.064328199999999,-34.917845916564175
apartment,3.4657359027997265,1,1,1,Paissandu,7.495541943884256,0,0,0,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,4.605170185988092,3,3,0,Graças,7.696212639346407,0,0,0,0,0,3.7594089150901127,-8.0434395,-34.9009809
apartment,5.393627546352362,4,4,2,Boa Viagem,8.496990484098719,0,0,0,0,0,0.1418860588177183,-8.11935455,-34.8957389390247
apartment,4.0943445622221,2,2,1,Pina,7.824046010856292,0,1,0,0,1,0.9871099227246228,-8.0868628,-34.8897746
apartment,4.605170185988092,2,3,1,Tamarineira,7.7406644019172415,0,0,1,0,0,3.835352845447469,-8.0324159,-34.9010191
apartment,3.5553480614894135,1,1,1,Boa Viagem,7.313220387090301,0,0,0,0,0,0.7515783819224551,-8.1139123,-34.8991564
apartment,5.438079308923196,6,4,3,Boa Viagem,9.581903928408666,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,3.9512437185814275,1,1,1,Torre,7.3777589082278725,0,0,0,1,1,4.466907903324882,-8.0441326,-34.9073618
apartment,4.23410650459726,2,2,1,Boa Viagem,7.555905093611346,0,0,0,0,0,0.7227681149373681,-8.1175024,-34.900879
apartment,4.852030263919617,3,2,2,Boa Viagem,7.941295570906532,0,0,0,0,0,0.5072901894123507,-8.1244477,-34.9016372
apartment,4.330733340286331,1,2,1,Boa Viagem,7.600902459542082,0,0,0,0,0,0.2640857008710735,-8.1328479,-34.9027547
apartment,3.5263605246161616,1,1,1,Rosarinho,7.549609165154532,0,1,0,0,1,3.518761685133717,-8.0337288,-34.898359
apartment,4.465908118654584,3,3,2,Boa Viagem,7.937374696163295,0,0,1,0,1,1.0515493927636683,-8.1270868,-34.9079663
apartment,3.6888794541139363,1,2,1,Torre,7.098375638590786,0,0,0,0,0,4.46405658427687,-8.0425107,-34.9074638
apartment,4.499809670330265,2,2,1,Pina,7.649692623711514,0,1,0,0,0,1.1981077866653391,-8.0963033,-34.8946884
apartment,5.459585514144159,5,4,4,Boa Viagem,9.612466578818832,0,0,0,0,1,0.181393856632784,-8.1107418,-34.8899321
apartment,4.290459441148391,2,2,1,Boa Vista,7.24422751560335,0,0,0,1,0,2.593780749696376,-8.0600101,-34.8887692
apartment,4.74493212836325,3,3,2,Boa Viagem,8.258163361537619,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,5.19295685089021,4,4,1,Boa Viagem,8.330140460246382,0,0,0,0,0,0.2861421224309108,-8.114359050000001,-34.89292198125
apartment,4.276666119016055,3,3,1,Imbiribeira,7.824046010856292,0,0,1,0,1,1.7652480185840782,-8.1101578,-34.9075502
apartment,4.31748811353631,2,3,1,Boa Viagem,7.783224016336037,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,3.9512437185814275,1,2,1,Madalena,7.824046010856292,0,0,0,0,1,4.764163096869336,-8.0549796,-34.9116939
apartment,4.007333185232471,1,2,1,Boa Viagem,7.937374696163295,0,0,0,0,0,0.3147281099487244,-8.1141184,-34.8933999
apartment,4.867534450455582,2,3,1,Boa Viagem,8.522777569710138,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,4.219507705176107,2,2,1,Boa Viagem,7.703007682479236,0,0,1,0,1,0.5012946218180288,-8.1082492,-34.8930517
apartment,4.867534450455582,4,3,2,Boa Viagem,8.824677891164198,0,1,0,1,0,0.7227681149373681,-8.1175024,-34.900879
apartment,3.4657359027997265,1,1,1,Boa Viagem,7.438383530044307,0,1,1,0,1,0.276317647912934,-8.1145178,-34.8936552
apartment,4.382026634673881,2,3,1,Boa Viagem,7.3777589082278725,0,0,0,0,0,0.7281432762837637,-8.1268668,-34.904677
apartment,4.02535169073515,2,2,1,Graças,7.7406644019172415,0,0,0,0,1,3.149109602072812,-8.0497816,-34.894161
apartment,4.007333185232471,2,2,1,Boa Viagem,7.600902459542082,0,0,1,0,1,1.0042301161677258,-8.1270134,-34.9074451
apartment,4.394449154672439,3,3,2,Boa Viagem,8.411832675758411,0,1,0,0,1,0.2383663551018283,-8.1106328,-34.8905628
apartment,5.236441962829949,2,4,2,Graças,8.1886891244442,0,0,0,0,0,3.9613565062874447,-8.049984,-34.9017221
apartment,4.174387269895637,2,2,1,Encruzilhada,7.313220387090301,0,0,0,0,0,2.638289361030289,-8.0353823,-34.8905444
apartment,5.0106352940962555,5,4,2,Boa Viagem,8.948975607841776,0,0,1,0,1,0.03094776868688,-8.1364165,-34.9016825
apartment,3.4657359027997265,1,1,1,Paissandu,7.495541943884256,0,0,0,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,3.912023005428146,2,2,2,Aflitos,7.701652362642226,0,0,1,0,1,3.2713597418438507,-8.0392007,-34.8967064
apartment,4.875197323201151,1,3,2,Boa Viagem,8.160518247477505,0,0,1,0,0,0.7831833257688083,-8.1123106,-34.8984275
apartment,4.700480365792417,3,3,2,Graças,8.006367567650246,0,0,0,0,0,3.4309918466166875,-8.0502519,-34.8966858
apartment,3.8066624897703196,2,2,1,Espinheiro,7.549609165154532,0,0,0,0,0,3.129051487861917,-8.0436341,-34.8952066
apartment,3.970291913552122,1,2,1,Boa Viagem,7.972810784121404,0,1,0,0,1,0.03094776868688,-8.1364165,-34.9016825
apartment,4.143134726391533,1,2,1,Boa Viagem,7.600902459542082,0,0,1,0,1,0.276317647912934,-8.1145178,-34.8936552
apartment,4.605170185988092,2,3,0,São José,7.003065458786462,0,0,0,0,0,1.1832798912797349,-8.071201949999999,-34.882580589922426
apartment,3.828641396489095,1,2,1,Boa Viagem,8.006367567650246,0,0,0,0,0,0.1962171652176594,-8.1161778,-34.894659
apartment,5.8944028342648505,2,4,3,Boa Viagem,9.21024036697585,0,0,0,1,0,0.0322717923895242,-8.1296574,-34.899013
apartment,5.181783550292085,5,4,3,Boa Viagem,9.17107965802288,0,0,0,0,1,0.2003638963391595,-8.10519865,-34.88752798943299
apartment,4.477336814478207,3,3,2,Madalena,8.037866234709618,0,0,1,0,1,4.455270699341988,-8.0506834,-34.9061582
apartment,4.143134726391533,2,2,2,Caxangá,7.02108396428914,0,0,0,0,0,9.652818439507824,-8.0320708,-34.9542498
apartment,4.969813299576001,6,4,2,Boa Viagem,8.612503371220562,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,3.9889840465642745,1,2,1,Rosarinho,7.7406644019172415,0,0,0,1,1,3.285597987578736,-8.0327156,-34.8959693
apartment,5.225746673713202,3,3,2,Boa Viagem,8.411832675758411,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,3.912023005428146,1,2,1,Pina,7.8632667240095735,0,0,0,0,1,0.1262397041244763,-8.0995197,-34.8854553
apartment,3.4657359027997265,1,1,1,Boa Viagem,7.495541943884256,0,0,0,0,1,0.1297550488938444,-8.119691,-34.8959229
apartment,5.393627546352362,4,4,3,Boa Viagem,8.536995818712418,0,0,0,0,0,0.1418860588177183,-8.11935455,-34.8957389390247
apartment,3.828641396489095,1,2,1,Boa Viagem,7.438383530044307,0,0,1,0,1,1.0515493927636683,-8.1270868,-34.9079663
apartment,4.060443010546419,1,1,1,Boa Viagem,7.744569809354496,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,4.0943445622221,2,2,1,Encruzilhada,7.696212639346407,0,0,0,0,1,3.2618156469536244,-8.0363183,-34.8964095
apartment,5.19295685089021,3,3,3,Boa Viagem,8.779557455883728,0,0,1,0,1,0.4733892561950962,-8.1079255,-34.892727
apartment,4.787491742782046,1,3,1,Boa Viagem,7.600902459542082,0,0,0,1,0,0.6722657558598575,-8.1239179,-34.9030379
apartment,3.4965075614664802,1,1,1,Boa Viagem,7.600902459542082,0,1,0,0,1,0.3099828355964977,-8.1174236,-34.896487
apartment,4.3694478524670215,3,3,2,Casa Amarela,7.937374696163295,0,0,1,0,1,4.628323221939188,-8.0261687,-34.9067176
apartment,4.543294782270004,2,3,1,Afogados,6.802394763324311,0,0,0,1,0,4.0717023175337,-8.0830618,-34.9177871
apartment,4.0943445622221,2,1,1,Casa Forte,8.006367567650246,0,1,0,0,1,5.691941074711678,-8.0337811,-34.9183073
apartment,3.4965075614664802,1,1,1,Parnamirim,7.824046010856292,0,1,1,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,4.990432586778736,4,4,2,Boa Viagem,8.66561319653451,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,4.61512051684126,3,3,2,Torre,8.006367567650246,0,0,0,0,0,4.295077682425936,-8.0471325,-34.9053661
apartment,4.248495242049359,2,2,1,Parnamirim,7.599901959208498,0,0,0,0,0,5.099939298155164,-8.033072,-34.9127954
apartment,4.219507705176107,2,3,1,Cordeiro,7.346010209913293,0,0,1,0,1,6.630237757486444,-8.0570477,-34.9321165
apartment,4.248495242049359,2,2,1,Torre,7.3777589082278725,0,0,0,0,0,4.54183786652423,-8.0385769,-34.908218
apartment,4.454347296253507,1,3,1,Casa Amarela,7.937374696163295,0,0,1,0,1,5.528693450154314,-8.0274887,-34.9156325
apartment,3.8501476017100584,1,2,1,Boa Viagem,7.495541943884256,0,0,0,0,1,0.4086135556805041,-8.1066131,-34.8914197
apartment,4.31748811353631,2,3,2,Boa Vista,7.495541943884256,0,0,0,0,0,2.1590260530948258,-8.0614789,-34.8825812
apartment,3.6888794541139363,1,1,1,Jaqueira,7.696212639346407,0,0,0,0,1,4.021590362738209,-8.0381464,-34.90347599747196
apartment,4.394449154672439,2,3,2,Boa Viagem,8.294049640102028,0,0,0,0,1,0.6015507550005008,-8.1144867,-34.8979226
apartment,4.07753744390572,2,2,1,Boa Viagem,7.824046010856292,0,0,1,0,1,1.011422761305214,-8.1127905,-34.9012292
apartment,4.584967478670572,2,3,1,San Martin,7.170119543449628,0,0,0,0,0,5.518435267626366,-8.0725535,-34.9283108
apartment,4.143134726391533,2,3,1,Imbiribeira,7.696212639346407,0,0,1,0,1,1.7652480185840782,-8.1101578,-34.9075502
apartment,3.8066624897703196,1,1,1,Santana,7.600902459542082,0,1,0,0,1,5.1472288685105125,-8.0384454,-34.9137086
apartment,3.6375861597263857,1,1,1,Boa Vista,6.907755278982137,0,0,0,0,0,2.639743370762537,-8.0623944,-34.8926612445037
apartment,3.7376696182833684,1,1,1,Boa Viagem,7.4673710669175595,0,1,0,0,1,0.5491777495191917,-8.1128764,-34.8959122
apartment,4.31748811353631,2,2,1,Madalena,7.7406644019172415,0,1,1,0,1,4.544836623351266,-8.0487288,-34.9073732
apartment,3.58351893845611,1,1,1,Pina,7.7406644019172415,0,1,0,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,4.90527477843843,5,4,2,Boa Viagem,8.354674261918463,0,0,1,0,1,0.464793866572879,-8.1201608,-34.8996503
apartment,5.0106352940962555,5,4,2,Boa Viagem,8.948975607841776,0,0,0,0,1,0.03094776868688,-8.1364165,-34.9016825
apartment,5.111987788356544,3,3,2,Boa Viagem,8.226840890408578,0,0,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,5.303304908059076,4,4,3,Pina,9.159047077588632,0,0,0,0,1,0.294465529143417,-8.092948,-34.8834319
apartment,4.382026634673881,2,3,1,Boa Viagem,7.951559331155252,0,0,1,0,1,0.3795777353639336,-8.1389837,-34.9058445
apartment,5.075173815233827,3,3,2,Boa Viagem,8.85366542803745,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
