title,address,area,bathrooms,bedrooms,parking_spots,extra_contents,rent,fee
"Apartamento com 3 Quartos para Aluguel, 89m²","Rua Visconde de Jequitinhonha, 1503 - Boa Viagem, Recife - PE",89,1,3,2,"['Mobiliado', 'Ar-condicionado']",3.000,
"Apartamento com 4 Quartos para Aluguel, 225m²","Rua Setúbal, 0 - Boa Viagem, Recife - PE",225,5,4,3,"['Piscina', 'Varanda', 'Churrasqueira', 'Playground', 'Salão de festas']",7.500,
"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Sargento Waldir Correia, 336 - Boa Viagem, Recife - PE",100,2,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.150,"
                      R$ 243
                  "
Apartamento com 4 Quartos para Venda/Aluguel 201m²,"Avenida Boa Viagem, 178 - Pina, Recife - PE",201,5,4,3,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Gerador elétrico', 'Interfone']",6.840,"
                      R$ 2.000
                  "
"Apartamento com 4 Quartos para Aluguel, 247m²","Rua de Santa Rita, 675 - São José, Recife - PE",247,1,4,3,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",18.000,
"Apartamento com 3 Quartos para Aluguel, 108m²","Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",108,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Salão de festas']",2.600,
"Apartamento com 3 Quartos para Aluguel, 84m²","Rua Atlântico, 86 - Pina, Recife - PE",84,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Salão de festas']",3.800,
"Apartamento com 3 Quartos para Aluguel, 87m²","Avenida Conselheiro Aguiar, 2122 - Boa Viagem, Recife - PE",87,2,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",4.000,
"Casa com 3 Quartos para Aluguel, 258m²","Casa Amarela, Recife - PE",258,1,3,4,"['Cozinha', 'Área de serviço']",8.000,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Faustino Porto, 289 - Boa Viagem, Recife - PE",65,1,2,1,"['Piscina', 'Elevador', 'Salão de festas', 'Aceita animais', 'Espaço gourmet']",2.200,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.784,
"Apartamento com  Quarto para Aluguel, 27m²","Boa Viagem, Recife - PE",27,1,1,1,"['Mobiliado', 'Piscina', 'Churrasqueira', 'Playground', 'Salão de festas']",1.700,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Pedro Américo Galvão, 129 - Boa Viagem, Recife - PE",35,1,1,1,['Condomínio fechado'],2.450,"
                      R$ 450
                  "
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Tenente João Cícero, 717 - Boa Viagem, Recife - PE",45,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.100,"
                      R$ 400
                  "
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Pedro Américo Galvão, 129 - Boa Viagem, Recife - PE",53,2,2,1,['Condomínio fechado'],4.300,"
                      R$ 700
                  "
"Apartamento com 3 Quartos para Aluguel, 98m²","Boa Viagem, Recife - PE",98,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.729,
"Apartamento com 2 Quartos para Aluguel, 55m²","Avenida Boa Viagem, 2290 - Boa Viagem, Recife - PE",55,1,2,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Salão de festas']",3.700,
"Apartamento com  Quarto para Aluguel, 34m²","Avenida Manoel Borba, 694 - Boa Vista, Recife - PE",34,1,1,--,"['Elevador', 'Cozinha', 'Interfone']",700,"
                      R$ 250
                  "
"Apartamento com 4 Quartos para Aluguel, 165m²","Rua Baltazar Passos, 0 - Boa Viagem, Recife - PE",165,6,4,3,,5.500,
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua do Espinheiro, 690 - Espinheiro, Recife - PE",45,1,2,1,"['Mobiliado', 'Ar-condicionado']",2.300,
Apartamento com 4 Quartos à Venda/Aluguel 208m²,"Cais do Apolo - Boa Vista, Recife - PE",208,5,4,3,"['Piscina', 'Varanda', 'Academia', 'Playground', 'Salão de festas']",4.500,"
                      R$ 950
                  "
"Apartamento com  Quarto para Aluguel, 45m²","Rua Aviador Severiano Lins, 333 - Boa Viagem, Recife - PE",45,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.000,
"Apartamento com 4 Quartos para Aluguel, 248m²","Cais Santa Rita - São José, Recife - PE",248,5,4,3,"['Piscina', 'Varanda', 'Academia', 'Salão de festas', 'Espaço gourmet']",7.000,
"Apartamento com 2 Quartos para Aluguel, 50m²","Avenida Engenheiro Domingos Ferreira, 99 - Pina, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Condomínio fechado']",2.300,
"Casa com 2 Quartos para Aluguel, 60m²","Rua Laurindo Leão, 49 - Barro, Recife - PE",60,1,2,1,"['Cozinha', 'Área de serviço']",450,
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua da Aurora, 1019 - Santo Amaro, Recife - PE",100,2,3,1,"['Elevador', 'Salão de festas']",1.900,"
                      R$ 1
                  "
"Apartamento com 3 Quartos para Aluguel, 115m²","Boa Viagem, Recife - PE",115,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Playground', 'Salão de festas']",3.859,
"Apartamento com 3 Quartos para Aluguel, 81m²","Rua Xavantes - Casa Amarela, Recife - PE",81,1,3,1,"['Cozinha', 'Área de serviço']",1.150,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Desembargador João Paes - Boa Viagem, Recife - PE",70,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com  Quarto para Aluguel, 34m²","Rua Antônio Falcão, 552 - Boa Viagem, Recife - PE",34,1,1,1,"['Mobiliado', 'Ar-condicionado', 'Conexão à internet', 'Interfone', 'Lavanderia']",1.024,"
                      R$ 306
                  "
"Apartamento com  Quarto para Aluguel, 28m²","Rua Félix de Brito Melo, 945 - Boa Viagem, Recife - PE",28,1,1,--,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.900,
"Apartamento com 2 Quartos para Aluguel, 50m²","Boa Viagem, Recife - PE",50,2,2,1,"['Mobiliado', 'Piscina', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",2.700,
"Apartamento com 2 Quartos para Aluguel, 51m²","Rua Dom Manoel da Costa, 305 - Torre, Recife - PE",51,1,2,1,"['Elevador', 'Condomínio fechado', 'Jardim']",1.900,
"Apartamento com 2 Quartos para Aluguel, 50m²","Casa Forte, Recife - PE",50,1,2,2,"['Piscina', 'Elevador', 'Salão de festas']",2.099,
Apartamento com 4 Quartos à Venda/Aluguel 191m²,"Tamarineira, Recife - PE",191,4,4,--,"['Piscina', 'Elevador', 'Playground', 'Salão de festas', 'Jardim']",2.592,"
                      R$ 1.400
                  "
"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Hoel Sette, 165 - Jaqueira, Recife - PE",115,1,3,1,"['Elevador', 'Varanda', 'Condomínio fechado', 'Salão de festas', 'Jardim']",2.500,
"Apartamento com 4 Quartos para Aluguel, 220m²","Rua dos Navegantes, 0 - Boa Viagem, Recife - PE",220,4,4,2,,5.500,
"Apartamento com 2 Quartos para Aluguel, 96m²","Boa Viagem, Recife - PE",96,2,2,2,"['Elevador', 'Varanda', 'Churrasqueira', 'Playground', 'Salão de festas']",2.028,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,2,3,1,,1.500,"
                      R$ 1
                  "
"Apartamento com  Quarto para Aluguel, 34m²","Rua Santo Elias, 1 - Espinheiro, Recife - PE",34,1,1,1,"['Piscina', 'Elevador', 'Salão de festas', 'Circuito de segurança']",1.800,
"Apartamento com  Quarto para Aluguel, 36m²","Rua do Cupim - Graças, Recife - PE",36,1,1,--,['Segurança 24h'],1.900,
"Apartamento com 3 Quartos para Aluguel, 65m²","Torre, Recife - PE",65,2,3,1,,1.500,
"Apartamento com 4 Quartos para Aluguel, 143m²","Rua do Espinheiro, 390 - Graças, Recife - PE",143,3,4,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",4.200,
"Apartamento com 2 Quartos para Aluguel, 71m²","Encruzilhada, Recife - PE",71,3,2,1,,1.900,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Maria Carolina, 661 - Boa Viagem, Recife - PE",53,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",3.000,
"Apartamento com 3 Quartos para Aluguel, 104m²","Boa Viagem, Recife - PE",104,1,3,1,"['Salão de festas', 'Jardim']",2.500,
"Apartamento com 4 Quartos para Aluguel, 247m²","Cais Santa Rita, 675 - Santo Antônio, Recife - PE",247,5,4,3,"['Piscina', 'Academia', 'Ar-condicionado', 'Salão de festas', 'Jardim']",8.100,"
                      R$ 1.800
                  "
"Apartamento com 3 Quartos para Aluguel, 68m²","Rua Antônio Valdevino Costa, 280 - Cordeiro, Recife - PE",68,2,3,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground']",1.700,"
                      R$ 1
                  "
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Antônio Falcão, 0 - Boa Viagem, Recife - PE",45,1,2,1,"['Piscina', 'Salão de festas', 'Aceita animais', 'Jardim']",2.500,
"Apartamento com 4 Quartos para Aluguel, 186m²","Avenida Boa Viagem, 5710 - Boa Viagem, Recife - PE",186,1,4,2,"['Elevador', 'Varanda', 'Salão de festas', 'Cozinha', 'Interfone']",5.500,"
                      R$ 1.200
                  "
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Desembargador João Paes, 60 - Boa Viagem, Recife - PE",53,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Varanda gourmet']",3.300,
"Apartamento com 4 Quartos para Aluguel, 10m²","Rua Barão de Itamaracá, 160 - Espinheiro, Recife - PE",10,1,4,2,"['Varanda', 'Ar-condicionado', 'Condomínio fechado', 'Cozinha', 'Área de serviço']",2.000,"
                      R$ 2.320
                  "
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua dos Navegantes, 1 - Boa Viagem, Recife - PE",65,2,2,1,"['Piscina', 'Elevador', 'Salão de festas', 'Aceita animais', 'Circuito de segurança']",2.500,
Apartamento com 2 Quartos à Venda/Aluguel 78m²,"Rua Izabel Magalhães, 51 - Boa Viagem, Recife - PE",78,1,2,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Quintal']",3.000,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Capitão Rebelinho, 148 - Pina, Recife - PE",53,2,2,1,,2.900,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Aviador Severiano Lins - Boa Viagem, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",2.200,
"Apartamento com 4 Quartos para Aluguel, 401m²","Boa Viagem, Recife - PE",401,4,4,5,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Playground']",21.000,
"Casa com 4 Quartos para Aluguel, 200m²","Rua Major Afonso Leal, 71 - Casa Amarela, Recife - PE",200,2,4,--,['Cozinha'],2.500,
"Apartamento com 2 Quartos para Aluguel, 60m²","Encruzilhada, Recife - PE",60,2,2,1,"['Piscina', 'Elevador', 'Academia', 'Garagem', 'Churrasqueira']",2.200,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Doutor Pedro de Mello Cahu - Boa Viagem, Recife - PE",53,1,2,1,"['Piscina', 'Elevador', 'Gerador elétrico', 'Salão de jogos']",2.800,
"Apartamento com 4 Quartos para Aluguel, 225m²","Boa Viagem, Recife - PE",225,5,4,2,"['Piscina', 'Varanda', 'Playground', 'Salão de festas', 'Área de serviço']",7.729,
"Apartamento com 3 Quartos para Aluguel, 84m²","Estrada do Arraial, 2385 - Tamarineira, Recife - PE",84,3,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.900,
"Apartamento com 5 Quartos para Aluguel, 170m²","Rua Baltazar Passos, 275 - Boa Viagem, Recife - PE",170,6,5,2,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Varanda gourmet']",5.500,
"Apartamento com 3 Quartos para Aluguel, 135m²","Rua Luiz Barbalho, 127 - Boa Vista, Recife - PE",135,3,3,2,['Salão de festas'],1.700,"
                      R$ 1.000
                  "
"Apartamento com 2 Quartos para Aluguel, 52m²","Casa Amarela, Recife - PE",52,2,2,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Condomínio fechado']",2.300,
"Apartamento com 2 Quartos para Aluguel, 46m²","Rua Pedro Américo Galvão, 129 - Boa Viagem, Recife - PE",46,1,2,1,['Condomínio fechado'],3.900,"
                      R$ 700
                  "
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Desembargador João Paes, 60 - Boa Viagem, Recife - PE",55,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Varanda gourmet']",3.600,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Félix de Brito Melo - Boa Viagem, Recife - PE",35,1,1,1,"['Elevador', 'Interfone']",2.000,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.784,
"Apartamento com 4 Quartos para Aluguel, 137m²","Rua Teles Júnior, 105 - Aflitos, Recife - PE",137,1,4,2,"['Piscina', 'Varanda', 'Condomínio fechado', 'Playground', 'Salão de festas']",3.500,
"Apartamento com 4 Quartos para Aluguel, 364m²","Boa Viagem, Recife - PE",364,5,4,3,"['Elevador', 'Salão de festas', 'Jardim', 'Área de serviço', 'Armário na cozinha']",10.239,
"Apartamento com 2 Quartos para Aluguel, 60m²","Rua General Artur Oscar, 30 - Rosarinho, Recife - PE",60,1,2,1,"['Mobiliado', 'Piscina', 'Churrasqueira', 'Segurança 24h', 'Cozinha']",2.000,
"Apartamento com 3 Quartos para Aluguel, 115m²","Boa Viagem, Recife - PE",115,3,3,2,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",3.860,
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Mamanguape, 590 - Boa Viagem, Recife - PE",100,1,3,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.400,"
                      R$ 550
                  "
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.484,
"Apartamento com 3 Quartos para Aluguel, 98m²","Boa Viagem, Recife - PE",98,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.729,
"Apartamento com  Quarto para Aluguel, 45m²","Rua Nestor Silva - Santana, Recife - PE",45,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",2.000,
"Casa com 5 Quartos para Aluguel, 380m²","Torre, Recife - PE",380,3,5,--,"['Área de serviço', 'Mais de um andar']",5.500,
"Apartamento com 2 Quartos para Aluguel, 43m²","Rua Antônio Falcão, 141 - Boa Viagem, Recife - PE",43,2,2,1,,3.000,
"Apartamento com 3 Quartos para Aluguel, 122m²","Rua da Aurora, 1301 - Santo Amaro, Recife - PE",122,3,3,2,"['Piscina', 'Elevador', 'Academia', 'Ar-condicionado', 'Churrasqueira']",4.300,"
                      R$ 1
                  "
"Apartamento com 3 Quartos para Aluguel, 80m²","Boa Viagem, Recife - PE",80,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Churrasqueira']",2.700,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rosarinho, Recife - PE",80,3,3,1,"['Mobiliado', 'Piscina', 'Ar-condicionado', 'Garagem', 'Cozinha']",2.700,
"Apartamento com  Quarto para Aluguel, 50m²","Rua dos Navegantes, 1847 - Boa Viagem, Recife - PE",50,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",2.500,
Casa com 8 Quartos à Venda/Aluguel 480m²,"Rua Arthur Lopes, 259 - Imbiribeira, Recife - PE",480,5,8,10,,15.000,
"Apartamento com 2 Quartos para Aluguel, 49m²","Boa Viagem, Recife - PE",49,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",2.633,
"Apartamento com 2 Quartos para Aluguel, 60m²","Boa Viagem, Recife - PE",60,2,2,1,"['Piscina', 'Elevador', 'Playground', 'Salão de festas', 'Jardim']",2.323,
"Apartamento com 2 Quartos para Aluguel, 53m²","Boa Viagem, Recife - PE",53,2,2,--,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",3.700,
"Apartamento com 4 Quartos para Aluguel, 201m²","Boa Viagem, Recife - PE",201,4,4,3,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Playground']",9.499,
"Apartamento com  Quarto para Aluguel, 38m²","Rua Estácio Coimbra, 171 - Paissandu, Recife - PE",38,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.650,
"Casa com 5 Quartos para Aluguel, 300m²","Rua Mem de Sá, 214 - Encruzilhada, Recife - PE",300,2,5,8,"['Garagem', 'Quintal', 'Cozinha', 'Área de serviço']",8.000,
"Apartamento com  Quarto para Aluguel, 40m²","Rua Engenheiro José Brandão Cavalcante - Imbiribeira, Recife - PE",40,1,1,1,,750,"
                      R$ 200
                  "
"Apartamento com  Quarto para Aluguel, 45m²","Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",45,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",3.000,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,,4.185,
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua da Aurora, 1071 - Santo Amaro, Recife - PE",100,2,3,1,"['Elevador', 'Área de serviço', 'Conexão à internet', 'Depósito', 'Gerador elétrico']",2.300,"
                      R$ 1
                  "
"Apartamento com 3 Quartos para Aluguel, 123m²","Rua Carlos Pereira Falcão, 500 - Boa Viagem, Recife - PE",123,1,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.500,"
                      R$ 805
                  "
"Apartamento com 3 Quartos para Aluguel, 75m²","Rua José Carvalheira, 392 - Tamarineira, Recife - PE",75,2,3,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Playground']",2.500,
"Apartamento com 3 Quartos para Aluguel, 103m²","Tamarineira, Recife - PE",103,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Playground']",3.200,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.484,
"Apartamento com 3 Quartos para Aluguel, 72m²","Rua da Angustura, 255 - Aflitos, Recife - PE",72,3,3,1,"['Piscina', 'Elevador', 'Playground', 'Salão de festas', 'Jardim']",1.600,"
                      R$ 700
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Rua Samuel Farias, 70 - Santana, Recife - PE",40,1,1,1,"['Elevador', 'Academia', 'Ar-condicionado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com 3 Quartos para Aluguel, 68m²","Rua Antônio Valdevino Costa, 280 - Cordeiro, Recife - PE",68,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",1.100,"
                      R$ 450
                  "
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Real da Torre, 1433 - Madalena, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground']",1.300,"
                      R$ 408
                  "
"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Dom Manoel da Costa, 305 - Madalena, Recife - PE",52,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Salão de festas']",1.500,"
                      R$ 400
                  "
"Apartamento com 2 Quartos para Aluguel, 70m²","Torre, Recife - PE",70,2,2,1,,180.000,
Apartamento com 3 Quartos para Venda/Aluguel 120m²,"Boa Viagem, Recife - PE",120,3,3,2,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",5.463,"
                      R$ 1.100
                  "
Apartamento com 3 Quartos à Venda/Aluguel 78m²,"Rua do Espinheiro, 685 - Espinheiro, Recife - PE",78,3,3,1,"['Piscina', 'Elevador', 'Academia', 'Playground', 'Condomínio fechado']",2.600,
"Apartamento com 3 Quartos para Aluguel, 70m²","Boa Viagem, Recife - PE",70,2,3,2,"['Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim', 'Área de serviço']",2.117,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Antônio Falcão, 552 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Ar-condicionado', 'Conexão à internet', 'Interfone', 'Lavanderia']",1.024,"
                      R$ 310
                  "
"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Setúbal, 0 - Boa Viagem, Recife - PE",125,3,3,1,,4.200,
"Apartamento com 5 Quartos para Aluguel, 490m²","Casa Forte, Recife - PE",490,5,5,4,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",16.000,
Apartamento com 3 Quartos para Venda/Aluguel 83m²,"Avenida Boa Viagem, 0 - Boa Viagem, Recife - PE",83,1,3,1,,2.000,
"Apartamento com 3 Quartos para Aluguel, 64m²","Rua Itajaí, 408 - Imbiribeira, Recife - PE",64,2,3,1,"['Varanda', 'Condomínio fechado', 'Cozinha', 'Área de serviço', 'Interfone']",1.200,"
                      R$ 350
                  "
"Casa com 3 Quartos para Aluguel, 141m²","Boa Vista, Recife - PE",141,2,3,--,"['Área de serviço', 'Mais de um andar']",3.499,
"Apartamento com 3 Quartos para Aluguel, 89m²","Rua Padre Bernardino Pessoa, 277 - Boa Viagem, Recife - PE",89,3,3,2,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Playground']",3.260,
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua José Carvalheira, 56 - Tamarineira, Recife - PE",45,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.400,
"Apartamento com 3 Quartos para Aluguel, 75m²","Rua José de Holanda, 510 - Torre, Recife - PE",75,3,3,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground']",1.800,"
                      R$ 520
                  "
"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Doutor José Maria, 866 - Encruzilhada, Recife - PE",75,3,3,1,"['Piscina', 'Varanda', 'Churrasqueira', 'Salão de festas', 'Armário embutido']",2.800,
"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Major Armando de Souza Melo, 302 - Boa Viagem, Recife - PE",100,2,2,2,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",4.600,
Apartamento com 3 Quartos para Venda/Aluguel 90m²,"Rua da Aurora - Santo Amaro, Recife - PE",90,2,3,1,"['Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",1.900,
"Apartamento com 2 Quartos para Aluguel, 50m²","Casa Forte, Recife - PE",50,1,2,2,"['Piscina', 'Elevador', 'Salão de festas', 'Interfone']",2.300,
"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Francisco de Barros Barreto, 514 - Boa Viagem, Recife - PE",85,3,3,--,,1.700,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Engenheiro Sampaio, 68 - Rosarinho, Recife - PE",35,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.949,
"Apartamento com 3 Quartos para Aluguel, 135m²","Rua Dom Bosco, 632 - Boa Vista, Recife - PE",135,3,3,1,"['Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Playground', 'Salão de festas']",2.800,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Barão de Souza Leão, 1080 - Boa Viagem, Recife - PE",65,2,2,1,"['Condomínio fechado', 'Aceita animais', 'Área de serviço', 'Conexão à internet', 'Interfone']",1.200,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Samuel Farias, 122 - Casa Forte, Recife - PE",80,2,3,1,"['Elevador', 'Condomínio fechado', 'Aceita animais', 'Jardim']",1.850,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas']",3.784,
"Apartamento com  Quarto para Aluguel, 45m²","Rua Setúbal, 777 - Boa Viagem, Recife - PE",45,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",2.200,
Apartamento com 4 Quartos à Venda/Aluguel 225m²,"Estrada das Ubáias - Casa Forte, Recife - PE",225,5,4,2,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",8.000,
"Casa com  Quarto para Aluguel, 100m²","Santo Amaro, Recife - PE",100,1,1,--,"['Cozinha', 'Área de serviço']",1.200,
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua do Espinheiro, 690 - Espinheiro, Recife - PE",45,1,2,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground']",2.300,
"Apartamento com 5 Quartos para Aluguel, 10m²","Avenida Dezessete de Agosto, 1008 - Casa Forte, Recife - PE",10,1,5,--,,12.580,
"Casa com 4 Quartos para Aluguel, 220m²","Rua Manuel de Carvalho, 1 - Aflitos, Recife - PE",220,3,4,2,,3.700,
"Apartamento com 2 Quartos para Aluguel, 69m²","Rua Rodrigues de Mendonça, 45 - Prado, Recife - PE",69,2,2,2,"['Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",1.400,"
                      R$ 650
                  "
Apartamento com 3 Quartos à Venda/Aluguel 85m²,"Rua Piauí - Poço, Recife - PE",85,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",3.850,
"Casa com 3 Quartos para Aluguel, 80m²","Rua Professor Joaquim Xavier de Brito, 136 - Cordeiro, Recife - PE",80,2,3,1,"['Cozinha', 'Área de serviço']",1.100,
"Apartamento com  Quarto para Aluguel, 40m²","Avenida Beira Rio - Torre, Recife - PE",40,1,1,--,"['Mobiliado', 'Piscina', 'Elevador', 'Condomínio fechado', 'Playground']",1.580,"
                      R$ 620
                  "
"Apartamento com 4 Quartos para Aluguel, 230m²","Rua de Apipucos - Monteiro, Recife - PE",230,4,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",6.000,
"Apartamento com 2 Quartos para Aluguel, 73m²","Rua Visconde de Jequitinhonha, 1228 - Boa Viagem, Recife - PE",73,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",3.800,
Apartamento com 3 Quartos para Venda/Aluguel 130m²,"Rua Ernesto de Paula Santos, 636 - Boa Viagem, Recife - PE",130,2,3,1,"['Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado', 'Aceita animais']",2.500,
