title,address,area,bathrooms,bedrooms,parking_spots,extra_contents,rent,fee
"Apartamento com 4 Quartos para Aluguel, 150m²","Boa Viagem, Recife - PE",150,2,4,3,,7.500,
"Casa com 8 Quartos para Aluguel, 440m²","Casa Amarela, Recife - PE",440,3,8,15,,6.000,
"Apartamento com  Quarto para Aluguel, 40m²","Rua da Amizade, 236 - Derby, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.000,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Ana Camelo da Silva, 57 - Boa Viagem, Recife - PE",50,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",1.200,"
                      R$ 650
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Travessa Maria Carolina, 661 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.200,
"Apartamento com 3 Quartos para Aluguel, 61m²","Rua Áureo Xavier, 889 - Cordeiro, Recife - PE",61,2,3,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Condomínio fechado']",2.300,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Félix de Brito Melo, 94 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Condomínio fechado', 'Segurança 24h', 'Gerador elétrico']",2.000,
"Casa com 3 Quartos para Aluguel, 370m²","Rua Professor Mussa Hazin, 13 - Iputinga, Recife - PE",370,1,3,6,"['Piscina', 'Garagem', 'Quintal', 'Cozinha', 'Jardim']",5.000,
Apartamento com  Quarto para Venda/Aluguel 50m²,"Boa Viagem, Recife - PE",50,1,1,1,,1.000,
Apartamento com 4 Quartos à Venda/Aluguel 240m²,"Rua Engenheiro Clóvis de Castro, 250 - Parnamirim, Recife - PE",240,2,4,3,"['Piscina', 'Elevador', 'Playground', 'Condomínio fechado', 'Salão de festas']",5.500,"
                      R$ 1.750
                  "
"Apartamento com 3 Quartos para Aluguel, 115m²","Rua do Futuro, 480 - Graças, Recife - PE",115,3,3,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.800,"
                      R$ 930
                  "
"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Coronel Anízio Rodrigues Coelho, 0 - Boa Viagem, Recife - PE",80,2,2,1,,1.600,
"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Visconde de Goiana, 395 - Boa Vista, Recife - PE",65,2,3,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Condomínio fechado']",2.500,
Apartamento com 3 Quartos à Venda/Aluguel 61m²,"Rua Dona Julieta, 360 - Encruzilhada, Recife - PE",61,1,3,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",1.750,"
                      R$ 495
                  "
"Apartamento com 3 Quartos para Aluguel, 70m²","Rua Engenheiro Leonardo Arcoverde, 155 - Madalena, Recife - PE",70,3,3,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Condomínio fechado']",2.199,
Apartamento com 3 Quartos à Venda/Aluguel 90m²,"Rua João Ramos, 171 - Graças, Recife - PE",90,3,3,1,"['Elevador', 'Garagem', 'Segurança 24h', 'Área de serviço', 'Perto de vias de acesso']",1.030,"
                      R$ 880
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Rua dos Navegantes, 1455 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",2.000,
"Apartamento com  Quarto para Aluguel, 36m²","Rua Padre Bernardino Pessoa, 603 - Boa Viagem, Recife - PE",36,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.700,
"Apartamento com  Quarto para Aluguel, 48m²","Rua Baltazar Passos, 53 - Boa Viagem, Recife - PE",48,1,1,1,,2.000,
"Apartamento com 3 Quartos para Aluguel, 126m²","Rua Sargento Waldir Correia, 336 - Boa Viagem, Recife - PE",126,1,3,1,"['Cozinha', 'Área de serviço']",1.150,"
                      R$ 243
                  "
"Apartamento com 4 Quartos para Aluguel, 136m²","Rua André Rebouças, 45 - Rosarinho, Recife - PE",136,6,4,2,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",4.300,
"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Antônio Falcão, 0 - Boa Viagem, Recife - PE",56,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",2.900,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Sant'Anna - Santana, Recife - PE",50,1,2,2,"['Piscina', 'Elevador', 'Academia', 'Condomínio fechado', 'Salão de festas']",2.300,"
                      R$ 450
                  "
"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Doutor Bandeira Filho, 205 - Graças, Recife - PE",100,1,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 550
                  "
"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Doutor Bandeira Filho, 205 - Graças, Recife - PE",100,1,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 550
                  "
Apartamento com 4 Quartos à Venda/Aluguel 120m²,"Boa Viagem, Recife - PE",120,3,4,2,"['Elevador', 'Churrasqueira', 'Condomínio fechado', 'Salão de festas', 'Ar-condicionado']",3.700,
"Apartamento com 3 Quartos para Aluguel, 70m²","Boa Viagem, Recife - PE",70,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",2.229,
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Félix de Brito Melo, 425 - Boa Viagem, Recife - PE",100,2,3,1,"['Elevador', 'Varanda', 'Condomínio fechado', 'Área de serviço', 'Interfone']",2.200,
"Apartamento com 4 Quartos para Aluguel, 111m²","Rua Gomes de Matos Júnior - Encruzilhada, Recife - PE",111,4,4,2,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Playground']",3.000,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Professor Pedro Augusto Carneiro Leão, 387 - Boa Viagem, Recife - PE",70,1,2,--,"['Cozinha', 'Área de serviço']",750,"
                      R$ 55
                  "
"Apartamento com 3 Quartos para Aluguel, 108m²","Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",108,3,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Aceita animais', 'Espaço gourmet']",2.600,
"Apartamento com 3 Quartos para Aluguel, 120m²","Boa Viagem, Recife - PE",120,1,3,1,"['Varanda', 'Salão de festas', 'Cozinha', 'Área de serviço', 'Vigia']",2.600,
"Casa com 4 Quartos para Aluguel, 300m²","Espinheiro, Recife - PE",300,3,4,3,"['Garagem', 'Cozinha', 'Área de serviço']",3.500,
"Apartamento com 3 Quartos para Aluguel, 98m²","Boa Viagem, Recife - PE",98,3,3,2,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Salão de festas']",3.729,
"Casa com 4 Quartos para Aluguel, 350m²","Boa Viagem, Recife - PE",350,3,4,12,"['Varanda', 'Quintal', 'Área de serviço', 'Armário na cozinha']",11.882,
"Apartamento com  Quarto para Aluguel, 38m²","Rua Estácio Coimbra, 171 - Paissandu, Recife - PE",38,1,1,1,"['Piscina', 'Churrasqueira', 'Armário embutido', 'Interfone', 'Salão de jogos']",1.700,
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Professor Augusto Lins e Silva, 769 - Boa Viagem, Recife - PE",55,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.200,
Apartamento com 3 Quartos para Venda/Aluguel 110m²,"Rua Sá e Souza, 1031 - Boa Viagem, Recife - PE",110,3,3,1,,2.100,
"Apartamento com  Quarto para Aluguel, 40m²","Boa Viagem, Recife - PE",40,1,1,1,,2.050,
"Apartamento com 4 Quartos para Aluguel, 412m²","Avenida Boa Viagem, 2820 - Boa Viagem, Recife - PE",412,5,4,3,"['Elevador', 'Ar-condicionado', 'Churrasqueira', 'Varanda gourmet', 'Condomínio fechado']",13.500,
"Apartamento com 3 Quartos para Aluguel, 150m²","Rua Amazonas - Boa Viagem, Recife - PE",150,5,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",6.750,"
                      R$ 1.000
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Fundão, Recife - PE",58,1,2,1,"['Playground', 'Salão de festas', 'Interfone', 'Vigia']",1.200,"
                      R$ 315
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Rua Ernesto de Paula Santos, 561 - Boa Viagem, Recife - PE",40,1,1,1,"['Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",1.500,
"Apartamento com 3 Quartos para Aluguel, 130m²","Rua do Hospício, 949 - Boa Vista, Recife - PE",130,3,3,1,"['Elevador', 'Salão de festas']",1.400,"
                      R$ 500
                  "
"Apartamento com 4 Quartos para Aluguel, 230m²","Avenida Boa Viagem, 4470 - Boa Viagem, Recife - PE",230,1,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",8.900,
"Apartamento com 2 Quartos para Aluguel, 70m²","Boa Viagem, Recife - PE",70,3,2,2,"['Piscina', 'Elevador', 'Cozinha']",1.850,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua General Polidoro, 380 - Várzea, Recife - PE",80,2,3,1,['Condomínio fechado'],1.600,
"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Antônio de Sá Leitão, 139 - Boa Viagem, Recife - PE",52,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.800,
"Casa com 5 Quartos para Aluguel, 850m²","Rua Sá e Souza - Boa Viagem, Recife - PE",850,6,5,6,"['Piscina', 'Varanda', 'Ar-condicionado', 'Quintal', 'Área de serviço']",20.000,
"Apartamento com 3 Quartos para Aluguel, 114m²","Boa Viagem, Recife - PE",114,4,3,2,,3.760,
"Apartamento com 3 Quartos para Aluguel, 98m²","Boa Viagem, Recife - PE",98,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Salão de festas', 'Jardim']",3.729,
"Apartamento com 3 Quartos para Aluguel, 79m²","Encruzilhada, Recife - PE",79,2,3,--,,2.400,
"Apartamento com 2 Quartos para Aluguel, 80m²","Boa Viagem, Recife - PE",80,2,2,1,,1.900,
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Agenor Lopes, 424 - Boa Viagem, Recife - PE",90,3,2,2,"['Piscina', 'Academia', 'Playground', 'Salão de festas', 'Quadra poliesportiva']",3.000,
"Apartamento com 3 Quartos para Aluguel, 68m²","Rua Antônio Valdevino Costa, 280 - Cordeiro, Recife - PE",68,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Condomínio fechado']",1.100,"
                      R$ 450
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Baltazar Passos, 1 - Boa Viagem, Recife - PE",58,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Salão de festas', 'Aceita animais']",2.000,
"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Adelino Frutuoso - Cordeiro, Recife - PE",64,2,2,1,"['Cozinha', 'Área de serviço', 'TV a cabo']",1.000,"
                      R$ 150
                  "
"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Padre Bernardino Pessoa - Boa Viagem, Recife - PE",90,3,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground']",3.262,
"Casa com 5 Quartos para Aluguel, 542m²","Rua Marques Amorim, 71 - Boa Vista, Recife - PE",542,3,5,6,"['Garagem', 'Cozinha', 'Jardim', 'Depósito', 'Lavanderia']",4.900,
"Apartamento com  Quarto para Aluguel, 40m²","Avenida Boa Viagem - Boa Viagem, Recife - PE",40,1,1,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Interfone']",2.900,
"Casa com  Quarto para Aluguel, 300m²","Rua da Capela, 62 - Jardim São Paulo, Recife - PE",300,1,1,--,['Cozinha'],1.700,
Apartamento com 3 Quartos para Venda/Aluguel 120m²,"Estrada das Ubáias, 170 - Casa Forte, Recife - PE",120,3,3,--,,2.400,"
                      R$ 750
                  "
"Apartamento com 2 Quartos para Aluguel, 10m²","Rua Félix de Brito Melo, 945 - Boa Viagem, Recife - PE",10,1,2,--,"['Piscina', 'Academia', 'Salão de festas']",3.500,
"Apartamento com  Quarto para Aluguel, 50m²","Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE",50,1,1,1,"['Piscina', 'Elevador', 'Academia', 'Varanda gourmet', 'Condomínio fechado']",2.200,
"Apartamento com 3 Quartos para Aluguel, 100m²","Tamarineira, Recife - PE",100,2,3,1,"['Elevador', 'Varanda', 'Churrasqueira', 'Playground', 'Salão de festas']",2.300,
"Apartamento com  Quarto para Aluguel, 10m²","Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE",10,1,1,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Cozinha']",2.250,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Aviador Severiano Lins - Boa Viagem, Recife - PE",70,2,2,1,,3.000,
"Apartamento com 3 Quartos para Aluguel, 106m²","Avenida Cruz Cabugá, 64 - Santo Amaro, Recife - PE",106,1,3,1,"['Elevador', 'Varanda', 'Salão de festas', 'Cozinha', 'Área de serviço']",1.450,"
                      R$ 700
                  "
"Casa com 3 Quartos para Aluguel, 140m²","Rua Visconde de Goiana, 76 - Boa Vista, Recife - PE",140,1,3,--,"['Cozinha', 'Área de serviço', 'Lavanderia']",1.500,
"Apartamento com 3 Quartos para Aluguel, 100m²","Avenida Pedro Paes Mendonça, 120 - Boa Viagem, Recife - PE",100,3,3,2,"['Piscina', 'Elevador', 'Academia', 'Ar-condicionado', 'Condomínio fechado']",4.250,
"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Mamanguape - Boa Viagem, Recife - PE",80,3,2,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Salão de festas']",3.000,
"Apartamento com  Quarto para Aluguel, 43m²","Boa Viagem, Recife - PE",43,1,1,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Jardim', 'Área de serviço']",1.599,
"Apartamento com  Quarto para Aluguel, 31m²","Rua Amélia - Graças, Recife - PE",31,1,1,1,,1.900,
Apartamento com  Quarto à Venda/Aluguel 50m²,"Boa Viagem, Recife - PE",50,1,1,1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Churrasqueira']",1.900,
"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Hoel Sette, 139 - Jaqueira, Recife - PE",54,2,2,1,"['Elevador', 'Academia', 'Condomínio fechado', 'Playground', 'Jardim']",3.100,"
                      R$ 618
                  "
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Alameda das Hortências - Imbiribeira, Recife - PE",50,1,2,1,,1.600,
"Apartamento com 2 Quartos para Aluguel, 60m²","Avenida Conde da Boa Vista, 295 - Boa Vista, Recife - PE",60,1,2,--,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Armário embutido', 'Armário na cozinha']",1.000,"
                      R$ 400
                  "
"Apartamento com 4 Quartos para Aluguel, 165m²","Rua Mamanguape, 59 - Boa Viagem, Recife - PE",165,2,4,3,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",5.500,
"Apartamento com 3 Quartos para Aluguel, 107m²","Rua do Espinheiro, 186 - Espinheiro, Recife - PE",107,1,3,1,"['Elevador', 'Condomínio fechado']",950,"
                      R$ 660
                  "
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,,3.685,
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Tenente João Cícero - Boa Viagem, Recife - PE",55,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.400,
"Apartamento com  Quarto para Aluguel, 33m²","Rua André Rebouças, 106 - Rosarinho, Recife - PE",33,1,1,1,"['Piscina', 'Elevador']",1.700,
"Apartamento com 2 Quartos para Aluguel, 70m²","Avenida Conselheiro Aguiar, 2664 - Boa Viagem, Recife - PE",70,1,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 400
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Sá e Souza, 0 - Boa Viagem, Recife - PE",58,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.100,
"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Samuel Campelo - Aflitos, Recife - PE",54,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",1.800,
"Apartamento com 4 Quartos para Aluguel, 150m²","Avenida Boa Viagem, 0 - Boa Viagem, Recife - PE",150,5,4,3,"['Piscina', 'Elevador', 'Varanda', 'Condomínio fechado', 'Playground']",6.000,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Aviador Severiano Lins, 333 - Boa Viagem, Recife - PE",65,2,2,2,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.900,
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Samuel Campelo, 315 - Aflitos, Recife - PE",45,2,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Jardim']",2.000,
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Aviador Severiano Lins, 466 - Boa Viagem, Recife - PE",55,1,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",2.200,
"Apartamento com 3 Quartos para Aluguel, 100m²","Avenida Boa Viagem, 4324 - Boa Viagem, Recife - PE",100,2,3,1,"['Cozinha', 'Área de serviço', 'Interfone', 'Vista para o mar']",1.000,"
                      R$ 900
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Rua Guimarães Peixoto, 0 - Casa Amarela, Recife - PE",35,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",1.900,
Apartamento com 2 Quartos para Venda/Aluguel 65m²,"Rua Alfredo de Medeiros, 130 - Espinheiro, Recife - PE",65,3,2,1,,1.900,
"Apartamento com 3 Quartos para Aluguel, 63m²","Rua Antônio de Castro, 70 - Casa Amarela, Recife - PE",63,1,3,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Condomínio fechado']",2.100,
"Apartamento com  Quarto para Aluguel, 34m²","Rua Dom Pedro Henrique, 248 - Santo Amaro, Recife - PE",34,1,1,1,"['Piscina', 'Elevador', 'Academia', 'Condomínio fechado', 'Salão de festas']",1.800,
"Casa com 3 Quartos para Aluguel, 160m²","Rua Ramiz Galvão, 415 - Arruda, Recife - PE",160,3,3,2,"['Cozinha', 'Jardim', 'Área de serviço', 'Espaço verde / Parque']",2.400,
"Apartamento com 3 Quartos para Aluguel, 135m²","Rua do Futuro, 391 - Graças, Recife - PE",135,2,3,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",4.000,
"Apartamento com  Quarto para Aluguel, 50m²","Rua dos Navegantes, 0 - Boa Viagem, Recife - PE",50,1,1,1,,1.900,
"Apartamento com 3 Quartos para Aluguel, 138m²","Rua das Pernambucanas - Graças, Recife - PE",138,3,3,1,"['Área de serviço', 'Interfone']",2.900,
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Antônio Vicente, 0 - Boa Viagem, Recife - PE",55,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",2.500,
"Casa com 8 Quartos para Aluguel, 200m²","Rua Major Codeceira, 63 - Santo Amaro, Recife - PE",200,6,8,--,,4.000,
"Apartamento com 2 Quartos para Aluguel, 40m²","Ilha do Retiro, Recife - PE",40,1,2,1,['Condomínio fechado'],1.100,"
                      R$ 110
                  "
"Apartamento com 4 Quartos para Aluguel, 155m²","Rua Atlântico, 62 - Pina, Recife - PE",155,1,4,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",6.000,
"Apartamento com 3 Quartos para Aluguel, 80m²","Avenida João de Barros, 633 - Boa Vista, Recife - PE",80,1,3,1,"['Elevador', 'Playground', 'Cozinha', 'Vigia']",1.100,"
                      R$ 506
                  "
"Apartamento com 4 Quartos para Aluguel, 170m²","Boa Viagem, Recife - PE",170,1,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",6.000,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Dona Benvinda de Farias, 562 - Boa Viagem, Recife - PE",75,3,2,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Cozinha', 'Área de serviço']",2.800,
Apartamento com 3 Quartos à Venda/Aluguel 83m²,"Prado, Recife - PE",83,2,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Quadra poliesportiva']",2.000,"
                      R$ 650
                  "
"Apartamento com 3 Quartos para Aluguel, 77m²","Boa Viagem, Recife - PE",77,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Playground', 'Salão de festas']",3.286,
"Apartamento com 3 Quartos para Aluguel, 73m²","Rua da Angustura - Aflitos, Recife - PE",73,1,3,1,['Segurança 24h'],2.300,
"Apartamento com 2 Quartos para Aluguel, 50m²","Avenida Conselheiro Aguiar, 0 - Boa Viagem, Recife - PE",50,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Churrasqueira']",2.800,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Sant'Anna, 0 - Santana, Recife - PE",50,2,2,2,"['Piscina', 'Elevador', 'Academia', 'Condomínio fechado', 'Salão de festas']",2.300,
"Apartamento com  Quarto para Aluguel, 42m²","Boa Viagem, Recife - PE",42,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Cozinha', 'Área de serviço']",1.800,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua João Dias Martins, 0 - Boa Viagem, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.200,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua General Mena Barreto, 164 - Cordeiro, Recife - PE",75,2,2,1,"['Varanda', 'Condomínio fechado', 'Cozinha', 'Área de serviço']",950,"
                      R$ 250
                  "
"Apartamento com 3 Quartos para Aluguel, 113m²","Rua Antônio Falcão, 254 - Boa Viagem, Recife - PE",113,2,3,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.200,"
                      R$ 825
                  "
"Apartamento com 3 Quartos para Aluguel, 107m²","Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",107,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Salão de festas', 'Cozinha']",2.700,
"Apartamento com 4 Quartos para Aluguel, 187m²","Rua Bruno Maia - Graças, Recife - PE",187,1,4,--,['Salão de jogos'],5.000,
Apartamento com  Quarto para Venda/Aluguel 33m²,"Avenida Parnamirim, 375 - Parnamirim, Recife - PE",33,1,1,--,,2.700,"
                      R$ 390
                  "
"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Almirante Batista Leão - Boa Viagem, Recife - PE",90,3,3,2,"['Piscina', 'Elevador', 'Playground', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com 3 Quartos para Aluguel, 136m²","Rua Coelho Neto, 577 - Campo Grande, Recife - PE",136,3,3,1,"['Elevador', 'Condomínio fechado', 'Jardim']",2.200,
"Apartamento com 2 Quartos para Aluguel, 75m²","Avenida João de Barros, 633 - Boa Vista, Recife - PE",75,1,2,1,"['Elevador', 'Playground', 'Salão de festas', 'Cozinha', 'Jardim']",1.060,"
                      R$ 425
                  "
"Apartamento com 4 Quartos para Aluguel, 157m²","Pina, Recife - PE",157,4,4,2,"['Mobiliado', 'Piscina', 'Elevador', 'Salão de festas', 'Jardim']",8.199,
"Apartamento com  Quarto para Aluguel, 178m²","Rua Baltazar Passos - Boa Viagem, Recife - PE",178,5,1,2,,5.500,
"Apartamento com 2 Quartos para Aluguel, 48m²","Rua Salvador de Sá - Rosarinho, Recife - PE",48,1,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Salão de festas']",2.200,
"Casa com 20 Quartos para Aluguel, 430m²","Avenida Lins Petit, 05 - Paissandu, Recife - PE",430,8,20,8,"['Jardim', 'Espaço verde / Parque']",25.000,
"Apartamento com 3 Quartos para Aluguel, 91m²","Rua Bruno Veloso, 284 - Boa Viagem, Recife - PE",91,2,3,2,"['Piscina', 'Elevador', 'Varanda gourmet', 'Condomínio fechado', 'Salão de festas']",4.000,
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Marquês de Alegrete - Pina, Recife - PE",58,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.300,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Doutor Pedro de Mello Cahu - Boa Viagem, Recife - PE",53,1,2,1,"['Elevador', 'Gerador elétrico', 'Interfone', 'Salão de jogos']",2.600,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Francisco da Cunha, 1340 - Boa Viagem, Recife - PE",53,2,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Área de serviço']",1.500,"
                      R$ 455
                  "
"Apartamento com 3 Quartos para Aluguel, 123m²","Boa Viagem, Recife - PE",123,2,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",3.800,
"Apartamento com 3 Quartos para Aluguel, 108m²","Avenida Conselheiro Rosa e Silva, 1620 - Aflitos, Recife - PE",108,3,3,2,"['Elevador', 'Varanda', 'Ar-condicionado', 'Playground', 'Salão de festas']",3.000,
Apartamento com 4 Quartos para Venda/Aluguel 227m²,"Avenida Beira Rio - Ilha do Retiro, Recife - PE",227,3,4,2,,4.800,
"Apartamento com 2 Quartos para Aluguel, 96m²","Boa Viagem, Recife - PE",96,2,2,2,"['Elevador', 'Varanda', 'Churrasqueira', 'Playground', 'Salão de festas']",2.029,
"Apartamento com 3 Quartos para Aluguel, 152m²","Avenida Boa Viagem, 1 - Boa Viagem, Recife - PE",152,4,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",6.750,"
                      R$ 1.000
                  "
"Apartamento com 4 Quartos para Aluguel, 143m²","Boa Viagem, Recife - PE",143,4,4,2,,6.000,
"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Escritor Álvaro Lins, 208 - Afogados, Recife - PE",62,1,2,1,"['Interfone', 'Circuito de segurança', 'Vigia']",950,
"Apartamento com  Quarto para Aluguel, 45m²","Praça Jornalista Francisco Pessoa de Queiroz - Santana, Recife - PE",45,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",1.900,
Apartamento com 3 Quartos à Venda/Aluguel 110m²,"Rua Ramiro Costa, 216 - Prado, Recife - PE",110,3,3,1,"['Condomínio fechado', 'Quintal', 'Ar-condicionado', 'Área de serviço']",1.500,"
                      R$ 70
                  "
"Casa com 8 Quartos para Aluguel, 428m²","Parnamirim, Recife - PE",428,4,8,10,,7.500,
"Casa com 2 Quartos para Aluguel, 80m²","Rua Santa Mônica, 65 - San Martin, Recife - PE",80,1,2,1,"['Quintal', 'Cozinha', 'Área de serviço']",1.000,
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Bianor de Medeiros - Poço, Recife - PE",120,1,3,--,['Segurança 24h'],3.500,
