title,address,area,bathrooms,bedrooms,parking_spots,extra_contents,rent,fee
"Apartamento com  Quarto para Aluguel, 50m²","Rua Marechal Rondon, 323 - Casa Forte, Recife - PE",50,1,1,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Salão de festas']",1.300,"
                      R$ 930
                  "
"Apartamento com 2 Quartos para Aluguel, 80m²","Estrada das Ubáias, 305 - Casa Amarela, Recife - PE",80,1,2,1,"['Elevador', 'Cozinha', 'Interfone']",700,"
                      R$ 900
                  "
"Apartamento com 4 Quartos para Aluguel, 215m²","Rua Laurindo Coelho, 742 - Casa Forte, Recife - PE",215,6,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",6.500,"
                      R$ 1.450
                  "
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Doutor João Coimbra, 335 - Madalena, Recife - PE",80,3,3,2,"['Elevador', 'Salão de festas', 'Armário na cozinha']",935,"
                      R$ 650
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Rua Aristides Muniz, 65 - Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.900,
"Apartamento com 2 Quartos para Aluguel, 10m²","Rua Cruzeiro do Forte, 414 - Boa Viagem, Recife - PE",10,1,2,1,"['Elevador', 'Varanda', 'Ar-condicionado', 'Interfone']",1.100,"
                      R$ 520
                  "
"Apartamento com 4 Quartos para Aluguel, 405m²","Avenida Boa Viagem - Boa Viagem, Recife - PE",405,2,4,3,"['Piscina', 'Quadra poliesportiva']",14.000,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua dos Navegantes, 2869 - Boa Viagem, Recife - PE",80,1,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Jardim']",2.800,
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Sá e Souza, 0 - Boa Viagem, Recife - PE",58,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Condomínio fechado', 'Salão de festas']",2.000,
"Apartamento com 3 Quartos para Aluguel, 88m²","Rua Januário Barbosa, 232 - Madalena, Recife - PE",88,3,3,2,,2.450,"
                      R$ 646
                  "
"Apartamento com 3 Quartos para Aluguel, 134m²","Rua do Futuro, 575 - Graças, Recife - PE",134,3,3,2,,3.500,
"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Vigário Barreto, 82 - Espinheiro, Recife - PE",110,3,3,1,"['Elevador', 'Condomínio fechado', 'Jardim']",2.200,
"Apartamento com  Quarto para Aluguel, 38m²","Rua Estácio Coimbra, 171 - Paissandu, Recife - PE",38,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.650,
"Apartamento com 3 Quartos para Aluguel, 90m²","Várzea, Recife - PE",90,3,3,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Condomínio fechado', 'Salão de festas']",2.000,
"Apartamento com  Quarto para Aluguel, 40m²","Avenida Conselheiro Aguiar, 2419 - Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Academia', 'Ar-condicionado', 'Aceita animais']",2.200,
"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Sá e Souza, 668 - Boa Viagem, Recife - PE",85,2,3,1,,2.200,
"Apartamento com 4 Quartos para Aluguel, 220m²","Rua dos Navegantes, 0 - Boa Viagem, Recife - PE",220,4,4,3,,5.530,
"Apartamento com  Quarto para Aluguel, 27m²","Rua Ribeiro de Brito, 950 - Boa Viagem, Recife - PE",27,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",1.500,
"Apartamento com  Quarto para Aluguel, 35m²","Avenida Boa Viagem, 420 - Pina, Recife - PE",35,1,1,--,"['Mobiliado', 'Piscina', 'Elevador']",2.800,
"Apartamento com 2 Quartos para Aluguel, 43m²","Torre, Recife - PE",43,2,2,1,,1.800,
"Apartamento com 2 Quartos para Aluguel, 55m²","Tamarineira, Recife - PE",55,1,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",2.300,
"Apartamento com  Quarto para Aluguel, 34m²","Avenida República do Líbano, 0 - Pina, Recife - PE",34,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.000,
"Apartamento com 3 Quartos para Aluguel, 70m²","Boa Viagem, Recife - PE",70,2,3,1,,3.000,
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Professor Augusto Lins e Silva, 769 - Boa Viagem, Recife - PE",55,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.200,
"Apartamento com 2 Quartos para Aluguel, 65m²","Boa Viagem, Recife - PE",65,2,2,1,,2.500,
"Apartamento com 2 Quartos para Aluguel, 10m²","Estrada das Ubáias, 127 - Casa Amarela, Recife - PE",10,1,2,1,"['Elevador', 'Cozinha', 'Interfone']",270.000,
"Apartamento com 3 Quartos para Aluguel, 120m²","Boa Viagem, Recife - PE",120,1,3,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.825,
"Apartamento com 3 Quartos para Aluguel, 100m²","Avenida Conde da Boa Vista - Soledade, Recife - PE",100,2,3,2,,1.500,
"Apartamento com  Quarto para Aluguel, 28m²","Rua Ribeiro de Brito, 0 - Boa Viagem, Recife - PE",28,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",2.300,
"Apartamento com  Quarto para Aluguel, 30m²","Estrada do Encanamento, 1048 - Casa Forte, Recife - PE",30,1,1,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",1.600,
"Apartamento com 4 Quartos para Aluguel, 180m²","Espinheiro, Recife - PE",180,1,4,2,"['Garagem', 'Área de serviço']",3.327,
"Apartamento com  Quarto para Aluguel, 40m²","Rua Faustino Porto, 571 - Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.400,
"Apartamento com  Quarto para Aluguel, 34m²","Rua da Amizade, 236 - Graças, Recife - PE",34,1,1,--,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",1.800,
"Apartamento com 4 Quartos para Aluguel, 170m²","Rua Laete Lemos, 106 - Boa Viagem, Recife - PE",170,2,4,3,"['Elevador', 'Ar-condicionado', 'Jardim']",4.500,"
                      R$ 1.300
                  "
"Apartamento com 4 Quartos para Aluguel, 363m²","Avenida Boa Viagem, 4610 - Boa Viagem, Recife - PE",363,5,4,3,"['Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",10.250,
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Desembargador João Paes, 60 - Boa Viagem, Recife - PE",53,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Varanda gourmet']",3.300,
"Apartamento com 2 Quartos para Aluguel, 43m²","Torre, Recife - PE",43,2,2,1,,1.800,
"Apartamento com 4 Quartos para Aluguel, 194m²","Boa Viagem, Recife - PE",194,4,4,2,,6.000,
"Apartamento com 3 Quartos para Aluguel, 80m²","Boa Viagem, Recife - PE",80,3,3,1,['Elevador'],2.500,
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Dona Magina Pontual, 0 - Boa Viagem, Recife - PE",90,2,2,1,,2.500,
"Apartamento com 4 Quartos para Aluguel, 225m²","Rua do Futuro, 77 - Graças, Recife - PE",225,3,4,2,"['Elevador', 'Salão de festas', 'Jardim']",4.500,"
                      R$ 1.800
                  "
"Apartamento com 3 Quartos para Aluguel, 80m²","Rosarinho, Recife - PE",80,3,3,1,"['Mobiliado', 'Piscina', 'Ar-condicionado', 'Garagem', 'Cozinha']",2.700,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Sant'Anna - Santana, Recife - PE",50,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com  Quarto para Aluguel, 30m²","Rua do Cupim, 1 - Graças, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.000,
"Apartamento com 2 Quartos para Aluguel, 63m²","Rua Dom Sebastião Leme, 155 - Graças, Recife - PE",63,2,2,1,"['Elevador', 'Cozinha', 'Área de serviço', 'Interfone', 'Lavanderia']",1.700,
"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Padre Carapuceiro, 617 - Boa Viagem, Recife - PE",125,1,3,2,"['Cozinha', 'Área de serviço', 'Interfone']",1.200,"
                      R$ 640
                  "
"Apartamento com 2 Quartos para Aluguel, 57m²","Rua Professor Chaves Batista - Cidade Universitária, Recife - PE",57,1,2,--,,750,"
                      R$ 150
                  "
Apartamento com 3 Quartos à Venda/Aluguel 100m²,"Avenida Boa Viagem, 118 - Pina, Recife - PE",100,3,3,1,"['Elevador', 'Condomínio fechado', 'Salão de festas']",2.500,
"Apartamento com 3 Quartos para Aluguel, 145m²","Boa Viagem, Recife - PE",145,5,3,2,,7.500,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Professora Anunciada da Rocha Melo, 116 - Madalena, Recife - PE",75,3,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com 3 Quartos para Aluguel, 164m²","Boa Viagem, Recife - PE",164,4,3,2,,4.500,
"Apartamento com 2 Quartos para Aluguel, 68m²","Rua dos Navegantes, 1322 - Boa Viagem, Recife - PE",68,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",3.300,
"Apartamento com  Quarto para Aluguel, 30m²","Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.700,
"Apartamento com 3 Quartos para Aluguel, 110m²","Rua do Progresso, 317 - Soledade, Recife - PE",110,1,3,1,"['Cozinha', 'Área de serviço']",1.400,"
                      R$ 610
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Sá e Souza, 0 - Boa Viagem, Recife - PE",58,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.100,
"Apartamento com  Quarto para Aluguel, 30m²","Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.700,
"Apartamento com 3 Quartos para Aluguel, 110m²","Rua do Progresso, 317 - Soledade, Recife - PE",110,1,3,1,"['Cozinha', 'Área de serviço']",1.400,"
                      R$ 610
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Sá e Souza, 0 - Boa Viagem, Recife - PE",58,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",2.100,
"Apartamento com 4 Quartos para Aluguel, 217m²","Boa Viagem, Recife - PE",217,4,4,3,,4.000,"
                      R$ 1.100
                  "
"Apartamento com 4 Quartos para Aluguel, 206m²","Boa Viagem, Recife - PE",206,5,4,3,,9.500,
"Apartamento com 3 Quartos para Aluguel, 100m²","Praça Salgueiro, 66 - Iputinga, Recife - PE",100,1,3,1,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Interfone']",680,"
                      R$ 700
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Rua José Carvalheira - Tamarineira, Recife - PE",35,1,1,1,"['Segurança 24h', 'Gerador elétrico']",1.700,
Apartamento com 4 Quartos para Venda/Aluguel 135m²,"Avenida Fernando Simões Barbosa - Boa Viagem, Recife - PE",135,4,4,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",5.000,
"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Aviador Severiano Lins, 466 - Boa Viagem, Recife - PE",54,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.000,
"Apartamento com 2 Quartos para Aluguel, 51m²","Rua Dom Manoel da Costa, 305 - Madalena, Recife - PE",51,2,2,1,"['Piscina', 'Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",1.900,
"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Joaquim Nabuco, 507 - Derby, Recife - PE",85,2,3,1,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 771
                  "
"Apartamento com 3 Quartos para Aluguel, 143m²","Casa Forte, Recife - PE",143,1,3,2,"['Elevador', 'Varanda', 'Academia', 'Ar-condicionado', 'Playground']",3.500,"
                      R$ 780
                  "
"Apartamento com 2 Quartos para Aluguel, 44m²","Rua Franklin Távora, 1100 - Campo Grande, Recife - PE",44,2,2,1,"['Ar-condicionado', 'Condomínio fechado', 'Cozinha', 'Área de serviço', 'Interfone']",1.150,
"Apartamento com  Quarto para Aluguel, 30m²","Rua Doutor Pedro de Mello Cahu, 0 - Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.000,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Ondina, 88 - Boa Viagem, Recife - PE",75,2,2,1,"['Mobiliado', 'Segurança 24h', 'Cozinha', 'Área de serviço', 'Gerador elétrico']",1.600,"
                      R$ 740
                  "
"Apartamento com 2 Quartos para Aluguel, 49m²","Rua Isaac Salazar, 165 - Tamarineira, Recife - PE",49,2,2,2,"['Piscina', 'Elevador', 'Academia', 'Ar-condicionado', 'Condomínio fechado']",2.400,
"Apartamento com 2 Quartos para Aluguel, 68m²","Rua Visconde de Itaparica, 84 - Torre, Recife - PE",68,2,2,1,"['Elevador', 'Churrasqueira', 'Condomínio fechado', 'Playground', 'Salão de festas']",1.800,
"Apartamento com  Quarto para Aluguel, 30m²","Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Área de serviço', 'Interfone']",1.800,
"Apartamento com 3 Quartos para Aluguel, 124m²","Boa Viagem, Recife - PE",124,2,3,1,"['Elevador', 'Salão de festas', 'Área de serviço', 'Armário na cozinha']",2.250,
"Apartamento com 3 Quartos para Aluguel, 60m²","Rua Gomes Pacheco, 382 - Espinheiro, Recife - PE",60,1,3,1,"['Condomínio fechado', 'Cozinha', 'Espaço gourmet', 'Área de serviço', 'Salão de jogos']",1.500,"
                      R$ 477
                  "
"Apartamento com 2 Quartos para Aluguel, 140m²","Boa Viagem, Recife - PE",140,3,2,2,,5.500,
"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Professora Anunciada da Rocha Melo, 116 - Madalena, Recife - PE",75,2,3,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Cozinha', 'Área de serviço']",2.300,
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua José Paraíso, 103 - Boa Viagem, Recife - PE",120,2,3,1,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Gerador elétrico', 'Interfone']",1.500,"
                      R$ 800
                  "
"Apartamento com  Quarto para Aluguel, 52m²","Avenida João de Barros, 248 - Boa Vista, Recife - PE",52,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.000,
"Apartamento com 3 Quartos para Aluguel, 100m²","Avenida Boa Viagem, 4324 - Boa Viagem, Recife - PE",100,2,3,1,"['Cozinha', 'Área de serviço', 'Interfone', 'Vista para o mar']",1.000,"
                      R$ 900
                  "
"Apartamento com 3 Quartos para Aluguel, 150m²","Avenida Boa Viagem, 3296 - Boa Viagem, Recife - PE",150,5,3,2,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Cozinha']",7.700,
"Apartamento com 4 Quartos para Aluguel, 215m²","Casa Forte, Recife - PE",215,2,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",6.500,"
                      R$ 1.450
                  "
"Apartamento com 3 Quartos para Aluguel, 91m²","Rua Bruno Veloso, 284 - Boa Viagem, Recife - PE",91,2,3,2,"['Piscina', 'Elevador', 'Varanda gourmet', 'Condomínio fechado', 'Salão de festas']",4.000,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Faustino Porto, 289 - Boa Viagem, Recife - PE",65,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Sargento Waldir Correia, 336 - Boa Viagem, Recife - PE",100,2,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.150,"
                      R$ 243
                  "
"Apartamento com 2 Quartos para Aluguel, 44m²","Rua Estácio Coimbra, 171 - Paissandu, Recife - PE",44,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.600,
"Apartamento com 2 Quartos para Aluguel, 57m²","Rua General Artur Oscar, 30 - Encruzilhada, Recife - PE",57,1,2,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Playground']",1.500,"
                      R$ 358
                  "
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,,4.185,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,3,3,2,,3.685,
"Apartamento com 4 Quartos para Aluguel, 160m²","Boa Viagem, Recife - PE",160,3,4,2,,5.000,
"Apartamento com 4 Quartos para Aluguel, 170m²","Rua Baltazar Passos - Boa Viagem, Recife - PE",170,5,4,2,"['Piscina', 'Elevador', 'Academia', 'Condomínio fechado', 'Playground']",5.500,
"Apartamento com 4 Quartos para Aluguel, 405m²","Boa Viagem, Recife - PE",405,6,4,3,,14.200,
"Apartamento com 3 Quartos para Aluguel, 95m²","Rua Jorge Couceiro da Costa Eiras, 595 - Boa Viagem, Recife - PE",95,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",2.600,
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Samuel Campelo, 303 - Aflitos, Recife - PE",58,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Aceita animais', 'Área de serviço']",1.800,
"Apartamento com 4 Quartos para Aluguel, 340m²","Avenida Boa Viagem - Boa Viagem, Recife - PE",340,5,4,3,"['Piscina', 'Elevador', 'Ar-condicionado', 'Cozinha', 'Área de serviço']",15.000,
"Apartamento com  Quarto para Aluguel, 49m²","Avenida República do Líbano - Pina, Recife - PE",49,1,1,--,"['Academia', 'Segurança 24h']",2.000,
"Apartamento com 3 Quartos para Aluguel, 108m²","Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",108,2,3,2,"['Piscina', 'Elevador', 'Salão de festas', 'Jardim']",1.700,"
                      R$ 800
                  "
"Apartamento com 2 Quartos para Aluguel, 67m²","Avenida Parnamirim, 58 - Parnamirim, Recife - PE",67,2,2,--,"['Piscina', 'Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",2.100,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Doutor Gaspar Regueira Costa, 36 - Boa Viagem, Recife - PE",75,1,2,1,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Interfone']",1.100,"
                      R$ 500
                  "
"Apartamento com 3 Quartos para Aluguel, 92m²","Boa Viagem, Recife - PE",92,3,3,2,,3.500,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua dos Navegantes, 2019 - Boa Viagem, Recife - PE",80,2,3,1,"['Segurança 24h', 'Cozinha', 'Área de serviço', 'Gerador elétrico', 'Interfone']",2.000,"
                      R$ 545
                  "
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Desembargador João Paes, 657 - Boa Viagem, Recife - PE",90,1,2,1,['Segurança 24h'],1.100,"
                      R$ 720
                  "
"Apartamento com 4 Quartos para Aluguel, 198m²","Parnamirim, Recife - PE",198,1,4,2,"['Piscina', 'Elevador', 'Varanda', 'Salão de festas', 'Cozinha']",6.000,"
                      R$ 1.405
                  "
"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Capitão Rebelinho, 196 - Pina, Recife - PE",53,2,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Varanda gourmet', 'Condomínio fechado']",2.700,
"Apartamento com 2 Quartos para Aluguel, 85m²","Avenida Costa e Silva, 194 - Ipsep, Recife - PE",85,2,2,1,"['Cozinha', 'Área de serviço']",900,"
                      R$ 110
                  "
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Estevão de Sá, 101 - Várzea, Recife - PE",80,1,3,1,"['Cozinha', 'Interfone']",850,"
                      R$ 230
                  "
"Apartamento com 4 Quartos para Aluguel, 453m²","Boa Viagem, Recife - PE",453,5,4,4,,14.700,
"Apartamento com 3 Quartos para Aluguel, 138m²","Rua Quarenta e Oito, 261 - Espinheiro, Recife - PE",138,3,3,1,"['Elevador', 'Segurança 24h', 'Interfone', 'Sistema de alarme']",3.600,
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Coronel Anízio Rodrigues Coelho, 527 - Boa Viagem, Recife - PE",120,1,3,1,"['Cozinha', 'Área de serviço', 'Gerador elétrico', 'Interfone']",1.500,"
                      R$ 770
                  "
"Apartamento com 3 Quartos para Aluguel, 77m²","Rua Caio Pereira, 375 - Encruzilhada, Recife - PE",77,2,3,2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Playground', 'Salão de festas']",2.600,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Francisco da Cunha, 1325 - Boa Viagem, Recife - PE",80,1,3,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",3.000,
"Apartamento com 3 Quartos para Aluguel, 155m²","Rua dos Navegantes, 342 - Boa Viagem, Recife - PE",155,2,3,1,['Elevador'],2.500,"
                      R$ 1.390
                  "
Apartamento com 4 Quartos à Venda/Aluguel 208m²,"Cais do Apolo - Boa Vista, Recife - PE",208,5,4,3,"['Piscina', 'Varanda', 'Academia', 'Playground', 'Salão de festas']",4.500,"
                      R$ 950
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Rua Atlântico, 69 - Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Segurança 24h', 'Cozinha', 'Gerador elétrico', 'Interfone']",900,"
                      R$ 747
                  "
"Apartamento com 2 Quartos para Aluguel, 80m²","Boa Viagem, Recife - PE",80,2,2,1,,1.900,
"Apartamento com  Quarto para Aluguel, 45m²","Rua Bezerros, 195 - Casa Amarela, Recife - PE",45,1,1,--,['Condomínio fechado'],1.300,
"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Faustino Porto, 384 - Boa Viagem, Recife - PE",58,2,2,2,"['Segurança 24h', 'Gerador elétrico', 'Salão de jogos']",1.800,"
                      R$ 670
                  "
"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Esmeraldino Bandeira, 395 - Graças, Recife - PE",80,1,2,2,"['Elevador', 'Varanda', 'Salão de festas', 'Cozinha', 'Interfone']",2.200,
"Apartamento com 3 Quartos para Aluguel, 122m²","Rua Barão de Souza Leão, 221 - Boa Viagem, Recife - PE",122,2,3,1,"['Elevador', 'Salão de festas', 'Aceita animais']",2.800,
"Apartamento com  Quarto para Aluguel, 34m²","Rua Félix de Brito Melo, 945 - Boa Viagem, Recife - PE",34,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.000,
"Apartamento com 2 Quartos para Aluguel, 50m²","Boa Viagem, Recife - PE",50,2,2,1,"['Varanda', 'Ar-condicionado', 'Garagem', 'Segurança 24h', 'Cozinha']",2.200,
"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Ana Camelo da Silva - Boa Viagem, Recife - PE",75,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Condomínio fechado', 'Salão de festas']",2.700,
"Apartamento com  Quarto para Aluguel, 36m²","Rua dos Navegantes, 1706 - Boa Viagem, Recife - PE",36,1,1,--,"['Mobiliado', 'Ar-condicionado', 'Segurança 24h', 'Cozinha', 'Gerador elétrico']",1.000,"
                      R$ 1.063
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Rua Jorge Couceiro da Costa Eiras, 59 - Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Condomínio fechado']",1.500,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Félix de Brito Melo, 782 - Boa Viagem, Recife - PE",70,1,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",900,"
                      R$ 400
                  "
"Apartamento com 4 Quartos para Aluguel, 230m²","Rua de Apipucos - Monteiro, Recife - PE",230,4,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",6.000,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Capitão Rebelinho, 12 - Pina, Recife - PE",65,3,2,1,"['Elevador', 'Varanda gourmet', 'Condomínio fechado', 'Playground', 'Salão de festas']",2.500,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Félix de Brito Melo, 782 - Boa Viagem, Recife - PE",70,1,2,1,"['Cozinha', 'Área de serviço', 'Interfone']",900,"
                      R$ 400
                  "
"Apartamento com 4 Quartos para Aluguel, 230m²","Rua de Apipucos - Monteiro, Recife - PE",230,4,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",6.000,
"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Capitão Rebelinho, 12 - Pina, Recife - PE",65,3,2,1,"['Elevador', 'Varanda gourmet', 'Condomínio fechado', 'Playground', 'Salão de festas']",2.500,
"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Setúbal, 0 - Boa Viagem, Recife - PE",140,5,3,2,,4.500,
"Apartamento com 3 Quartos para Aluguel, 61m²","Rua Áureo Xavier, 889 - Cordeiro, Recife - PE",61,2,3,1,"['Piscina', 'Elevador', 'Academia', 'Churrasqueira', 'Condomínio fechado']",2.300,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Aviador Severiano Lins - Boa Viagem, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",2.200,
"Apartamento com 2 Quartos para Aluguel, 53m²","Travessa Maria Carolina, 681 - Boa Viagem, Recife - PE",53,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",3.700,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Desembargador João Paes - Boa Viagem, Recife - PE",70,2,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",2.300,
"Apartamento com  Quarto para Aluguel, 42m²","Rua José Trajano - Boa Viagem, Recife - PE",42,1,1,1,"['Elevador', 'Ar-condicionado', 'Circuito de segurança', 'Recepção', 'Vigia']",1.900,
Apartamento com 3 Quartos à Venda/Aluguel 105m²,"Rua dos Navegantes, 1717 - Boa Viagem, Recife - PE",105,2,3,1,"['Elevador', 'Jardim']",2.100,"
                      R$ 700
                  "
"Apartamento com  Quarto para Aluguel, 34m²","Rua da Estrela - Casa Amarela, Recife - PE",34,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.800,
"Apartamento com 2 Quartos para Aluguel, 63m²","Torre, Recife - PE",63,1,2,1,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Playground']",2.600,"
                      R$ 500
                  "
"Apartamento com 4 Quartos para Aluguel, 178m²","Avenida Boa Viagem, 1590 - Boa Viagem, Recife - PE",178,4,4,3,"['Piscina', 'Elevador', 'Varanda gourmet', 'Condomínio fechado', 'Playground']",10.700,
