property_type,area,bathrooms,bedrooms,parking_spots,neighborhood,rent,more_than_1_floor,furnished,barbecue_grill,kitchen,pool,beach_distance,latitude,longitude
apartment,56,2,2,1,Pina,1900,0,0,0,0,1,0.27660766453208646,-8.1019401,-34.8880855
apartment,152,4,3,2,Boa Viagem,7750,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,35,1,1,1,Boa Viagem,1700,0,1,1,0,1,0.3147281099487244,-8.1141184,-34.8933999
apartment,143,4,4,2,Espinheiro,3950,0,0,0,1,0,2.851794014755245,-8.0426365,-34.8927867
apartment,60,2,2,1,Boa Viagem,2323,0,0,1,0,1,1.1796864615170044,-8.1267819,-34.9091095
apartment,83,2,3,2,Prado,2650,0,0,0,0,1,4.683702757012971,-8.0598858,-34.9139126
apartment,40,1,1,1,Boa Viagem,1600,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,105,2,3,1,Boa Vista,1800,0,1,0,0,0,2.7398347532055984,-8.0589526,-34.8895739
apartment,140,2,3,1,Boa Viagem,2960,0,1,0,0,0,0.3933152664041959,-8.1173202,-34.89726870595925
apartment,90,2,3,1,Boa Viagem,1950,0,0,0,0,0,0.7469256821720259,-8.1268946,-34.9048808
apartment,131,3,3,2,Encruzilhada,2700,0,0,0,0,0,2.6499982804408777,-8.0367282,-34.8908676
apartment,90,3,3,1,Boa Vista,1900,0,0,0,0,0,2.9836235259842128,-8.051616849999998,-34.89195326773496
apartment,41,1,1,1,Boa Viagem,2200,0,1,0,0,1,0.10813034040694022,-8.1376635,-34.9028584
apartment,61,2,2,1,Cordeiro,1680,0,0,0,0,0,6.892267914240124,-8.0448721,-34.9293818
apartment,50,1,3,1,Ipsep,700,0,0,0,0,0,2.500230116827809,-8.1143151,-34.9172481
apartment,65,2,2,1,Boa Viagem,3435,0,0,0,0,1,0.4231107626885231,-8.1391659,-34.9063761
apartment,50,1,1,1,Boa Viagem,1897,0,0,0,0,1,0.505957806442123,-8.1138653,-34.8964493
apartment,76,1,3,1,Encruzilhada,2300,0,0,0,0,0,2.232882671284216,-8.0346194,-34.8866007
apartment,52,2,2,1,Boa Viagem,2800,0,1,0,0,1,0.6971943824613034,-8.1106061,-34.8962566
apartment,78,3,3,1,Tamarineira,2795,0,0,1,0,1,4.29585675729667,-8.0325532,-34.9053109
apartment,58,1,2,1,Aflitos,1100,0,0,0,0,0,3.2617263866669344,-8.0416656,-34.8965867
apartment,30,1,1,1,Boa Viagem,1650,0,1,0,0,1,0.8186387167572026,-8.1101061,-34.89724
apartment,54,2,2,1,Boa Viagem,2900,0,1,0,0,1,0.6383989926404443,-8.1112125,-34.8959199
apartment,98,1,3,0,Boa Viagem,2000,0,0,1,0,0,0.8664060268245645,-8.1114381,-34.8986459
apartment,106,3,3,1,Santo Amaro,2301,0,0,0,0,0,1.8660004978430422,-8.055011700000001,-34.877328511923984
apartment,84,1,2,1,Boa Viagem,2400,0,0,0,0,0,0.43908170374521854,-8.1164327,-34.8972606
apartment,34,1,1,1,Graças,2000,0,1,0,0,1,3.711255443982079,-8.0497808,-34.8994382
apartment,65,2,2,1,Graças,2150,0,0,0,1,0,3.5553639315323986,-8.0450358,-34.8989156
apartment,150,3,3,1,Boa Viagem,4250,0,0,0,1,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,60,2,2,1,Boa Viagem,2000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,77,2,3,1,Iputinga,1800,0,0,0,1,1,7.750010738157543,-8.0398236,-34.9373458
apartment,58,2,2,1,Boa Viagem,2700,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,58,2,2,1,Boa Viagem,2800,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,54,2,2,1,Boa Viagem,2900,0,0,0,0,0,0.3147281099487244,-8.1141184,-34.8933999
apartment,50,2,2,2,Tamarineira,2400,0,1,0,0,1,4.317660257051831,-8.0325504,-34.9055117
apartment,200,4,4,3,Casa Forte,9000,0,0,0,0,1,5.3924340615602455,-8.0363168,-34.9158208
apartment,110,2,3,1,Soledade,1650,0,0,0,0,0,2.8142336433933806,-8.057153,-34.8876826
apartment,42,1,1,1,Boa Viagem,1700,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,78,2,2,2,Boa Viagem,2600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,108,1,3,1,Boa Viagem,3000,0,1,1,0,1,0.43908170374521854,-8.1164327,-34.8972606
apartment,190,4,4,3,Espinheiro,5700,0,0,0,0,0,3.129051487861917,-8.0436341,-34.8952066
apartment,35,1,1,0,Boa Viagem,1032,0,0,0,1,0,0.25369552963490594,-8.1075644,-34.8903834
apartment,60,1,2,1,Boa Viagem,3800,0,1,0,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,60,2,2,1,Imbiribeira,1600,0,0,0,0,0,1.5443309487573165,-8.1094864,-34.9048999
apartment,90,1,3,1,Campo Grande,1400,0,0,0,1,0,2.2049465185515453,-8.03073,-34.8848301
apartment,48,1,2,1,Espinheiro,2100,0,1,1,0,1,3.129051487861917,-8.0436341,-34.8952066
apartment,80,2,2,1,Espinheiro,1800,0,0,0,0,0,2.68915364112969,-8.0428691,-34.8912789
apartment,108,2,3,1,Boa Viagem,2500,0,0,0,0,0,0.9349113442325352,-8.120828,-34.9045241
apartment,100,1,3,1,Santo Amaro,1780,0,0,0,0,0,2.6279302245227507,-8.0505322,-34.888914047565564
apartment,25,1,1,0,Ilha do Retiro,1120,0,1,0,0,0,3.7744305533606313,-8.063041,-34.9062333
apartment,60,2,3,1,Tamarineira,2000,0,1,0,0,1,4.425128277857523,-8.02788965,-34.90534512241111
apartment,94,3,3,1,Boa Viagem,3005,0,0,0,0,1,1.1044390270009528,-8.1225487,-34.9067128
apartment,76,2,2,1,Boa Viagem,2000,0,0,1,0,0,0.2640857008710735,-8.1328479,-34.9027547
apartment,140,5,3,2,Boa Viagem,5800,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,132,4,4,2,Parnamirim,4925,0,0,1,0,1,4.499535843742572,-8.0343363,-34.9074744
apartment,91,1,3,1,Graças,2391,0,0,0,1,0,3.9613565062874447,-8.049984,-34.9017221
apartment,83,2,3,2,Prado,2650,0,0,0,0,1,4.683702757012971,-8.0598858,-34.9139126
apartment,28,1,1,1,Boa Viagem,1400,0,0,0,0,0,0.630532220694912,-8.133342,-34.9065158
apartment,65,1,2,1,Boa Viagem,2200,0,0,0,0,1,0.5556533575142296,-8.117602999999999,-34.89917962157661
apartment,320,6,4,3,Parnamirim,7000,0,0,0,0,0,5.347793314588808,-8.0331482,-34.9150779
apartment,87,2,2,2,Poço da Panela,3800,0,0,1,0,1,6.154801755704531,-8.0371739,-34.9228032
apartment,33,1,1,1,Boa Viagem,2100,0,1,0,0,1,0.630532220694912,-8.133342,-34.9065158
apartment,100,3,3,1,Graças,2800,0,0,0,0,1,3.1055205193504416,-8.0446697,-34.894842090627
apartment,150,3,3,3,Espinheiro,3200,0,0,0,1,0,2.7896535669866687,-8.039851,-34.8923466
apartment,37,1,1,0,Boa Viagem,1250,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,30,1,1,1,Tamarineira,2000,0,1,0,0,1,4.153216343804728,-8.0295374,-34.9032647
apartment,180,2,4,2,Espinheiro,6000,0,0,1,0,1,3.129051487861917,-8.0436341,-34.8952066
apartment,57,1,2,1,Boa Viagem,2000,0,0,1,0,1,1.1124796645411754,-8.1249649,-34.9076121
apartment,44,1,2,0,Casa Amarela,1200,0,0,0,1,0,5.816666718557502,-8.0259601,-34.9179294
apartment,86,2,2,1,Boa Viagem,1800,0,1,0,0,0,0.671443423728371,-8.1428102,-34.9106254
apartment,160,3,3,0,Boa Viagem,8200,0,0,0,0,0,0.2754483205985359,-8.1073356,-34.8904506
apartment,85,1,2,2,Boa Viagem,2537,0,0,0,0,1,0.33062728665049307,-8.140611,-34.9058495
apartment,180,1,4,2,Graças,3450,0,0,0,0,1,3.7653065758695576,-8.0482667,-34.9002707
apartment,35,1,1,1,Boa Viagem,1670,0,0,0,0,1,0.5654357603295395,-8.1170518,-34.8988582
apartment,35,1,1,1,Boa Viagem,1400,0,1,0,0,1,1.1217280927123814,-8.1227092,-34.9069438
apartment,25,1,1,1,Iputinga,550,0,0,0,1,0,8.126541236377655,-8.0460135,-34.9418855
apartment,82,2,2,1,Graças,2200,0,0,0,1,0,3.507779793137915,-8.0471419,-34.8981008
apartment,60,2,3,1,Tamarineira,2000,0,1,0,0,1,4.425128277857523,-8.02788965,-34.90534512241111
apartment,50,2,2,2,Casa Forte,2200,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,55,2,2,1,Boa Viagem,2158,0,0,0,0,1,0.4112622462654447,-8.1283154,-34.9021852
apartment,30,1,1,1,Boa Viagem,1829,0,0,0,0,1,0.3099828355964977,-8.1174236,-34.896487
apartment,55,2,2,1,Aflitos,1600,0,0,0,0,1,3.112680810835938,-8.0380118,-34.8952078
apartment,75,2,3,0,Cordeiro,1700,0,0,0,0,0,6.560528668702983,-8.0550205,-34.9305185
apartment,141,1,3,2,Madalena,5500,0,0,0,0,1,3.9357521223811323,-8.0573639,-34.9040562
apartment,100,1,3,1,Graças,2800,0,0,1,0,1,3.195035619342654,-8.0449945,-34.8956111
apartment,109,3,3,2,Imbiribeira,4500,0,0,1,0,1,1.4333488709126943,-8.1105241,-34.9043509
apartment,65,2,2,1,Boa Viagem,2300,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,2,2,Boa Viagem,2100,0,1,1,0,1,0.4398683290562464,-8.1417469,-34.9073533
apartment,110,3,3,1,Prado,1570,0,0,0,0,0,5.33427175912448,-8.0608268,-34.9209488
apartment,180,4,3,3,Boa Viagem,6500,0,0,1,0,1,0.4219093614122587,-8.106974,-34.8918258
apartment,55,1,3,1,Várzea,1150,0,0,1,0,1,9.602211808229828,-8.0377709,-34.9541201
apartment,85,3,3,1,Hipódromo,1700,0,0,0,0,0,2.314139824061352,-8.035208,-34.8875052
apartment,140,3,4,1,Boa Viagem,5500,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,178,3,4,3,Boa Viagem,9615,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,88,3,3,2,Madalena,2850,0,0,0,0,0,4.556213693803973,-8.0537581,-34.9083686
apartment,165,2,4,3,Boa Viagem,5500,0,1,0,0,1,0.17600533407039978,-8.1173867,-34.8949199
apartment,100,1,3,2,Espinheiro,3700,0,1,0,0,1,2.8506329530087404,-8.0440056,-34.8926061
apartment,10,1,3,2,Espinheiro,3700,0,1,0,0,1,2.8506329530087404,-8.0440056,-34.8926061
apartment,160,6,4,2,Pina,6500,0,0,0,0,0,0.0329553595213586,-8.0973128,-34.8834512
apartment,90,2,3,1,Boa Vista,1800,0,0,0,0,0,3.340280797492181,-8.0576961,-34.89692379448979
apartment,33,1,1,1,Aflitos,1700,0,0,0,0,1,3.112680810835938,-8.0380118,-34.8952078
apartment,107,4,4,3,Tamarineira,2000,0,0,0,0,1,3.835352845447469,-8.0324159,-34.9010191
apartment,78,2,2,1,Imbiribeira,1060,0,0,0,0,0,2.401252078726012,-8.1118439,-34.9151461
apartment,70,2,2,1,Torre,180000,0,0,0,0,0,4.46405658427687,-8.0425107,-34.9074638
apartment,79,2,3,0,Encruzilhada,2400,0,0,0,0,0,2.6499982804408777,-8.0367282,-34.8908676
apartment,45,1,1,1,Boa Viagem,1700,0,0,0,0,0,0.5654357603295395,-8.1170518,-34.8988582
apartment,108,3,3,2,Boa Viagem,3000,0,1,1,0,1,0.43908170374521854,-8.1164327,-34.8972606
apartment,60,1,2,1,Boa Viagem,2600,0,0,1,1,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,103,3,3,2,Boa Viagem,6000,0,0,0,0,0,0.7227681149373681,-8.1175024,-34.900879
apartment,57,2,2,1,Boa Viagem,2000,0,0,1,0,1,1.1124796645411754,-8.1249649,-34.9076121
apartment,70,1,3,0,Vasco da Gama,800,0,0,0,1,0,6.822747237486511,-8.0090866,-34.9206921
apartment,108,3,2,2,Boa Viagem,2400,0,0,1,0,1,0.43908170374521854,-8.1164327,-34.8972606
apartment,55,1,2,1,Boa Viagem,4100,0,1,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,34,1,1,1,Boa Viagem,764,0,0,0,0,0,0.9693349855649818,-8.1284991,-34.9077728
apartment,107,4,4,3,Tamarineira,3500,0,0,1,1,1,4.096086448002325,-8.0275671,-34.9020937
apartment,190,5,3,2,Boa Viagem,4360,0,0,1,0,0,0.4253198500086865,-8.1432738,-34.9083432
apartment,178,2,4,2,Casa Amarela,3800,0,0,0,0,1,6.218808766339098,-8.028577,-34.9223038
apartment,126,2,4,2,Casa Amarela,2954,0,0,0,0,0,5.80875022060582,-8.0298288,-34.918761
apartment,208,4,4,4,Monteiro,8240,0,0,1,0,1,7.4799537990993965,-8.0225194,-34.9326254
apartment,68,3,3,1,Madalena,2200,0,0,0,0,1,4.788690796375542,-8.0548708,-34.9118894
apartment,42,1,1,1,Parnamirim,2280,0,1,0,0,0,5.347793314588808,-8.0331482,-34.9150779
apartment,120,3,3,1,Torre,3140,0,0,0,0,0,4.510898792572098,-8.0459258,-34.9075463
apartment,120,3,3,1,Boa Viagem,4110,0,0,0,0,0,0.7746381202694455,-8.1145119,-34.8996444
apartment,50,2,2,1,Encruzilhada,2899,0,0,0,0,1,2.990903181647155,-8.0376872,-34.8940768
apartment,80,3,2,1,Boa Viagem,2105,0,0,0,1,0,0.2238668628625175,-8.1170065,-34.8951335
apartment,28,1,1,1,Boa Vista,1850,0,0,1,0,0,2.3437239625230526,-8.0617501,-34.8872674
apartment,105,3,3,2,Boa Viagem,5600,0,1,0,0,1,0.2407399345462754,-8.1222205,-34.8983225
apartment,110,1,3,1,Caxangá,1200,0,0,0,0,0,9.427125637729079,-8.0325516,-34.9522368
apartment,215,1,4,3,Parnamirim,6500,0,0,1,0,1,4.845063886409652,-8.033469,-34.910517
apartment,164,3,3,3,Boa Viagem,5200,0,1,1,0,1,0.17600533407039978,-8.1173867,-34.8949199
apartment,107,2,3,2,Boa Viagem,6500,0,1,0,0,1,0.9724678916736651,-8.1154241,-34.90226567980186
apartment,71,3,2,1,Encruzilhada,1900,0,0,0,0,0,2.6499982804408777,-8.0367282,-34.8908676
apartment,60,2,2,1,Boa Viagem,1700,0,0,1,0,1,0.9482280701554386,-8.1398084,-34.9117368
apartment,55,1,1,1,Madalena,1613,0,0,0,0,1,4.176777159056447,-8.0563054,-34.9060124
apartment,69,2,2,1,Parnamirim,2070,0,0,0,0,0,4.620483066668919,-8.0344855,-34.908601
house,880,12,10,12,Boa Vista,12000,0,0,0,0,0,2.54761538412945,-8.05868205,-34.88517734420273
house,750,6,8,6,Graças,8000,0,0,0,0,0,3.7653065758695576,-8.0482667,-34.9002707
apartment,40,1,1,1,Boa Viagem,2400,0,0,0,0,1,0.3009391716145918,-8.1317178,-34.9025427
house,300,4,4,0,Boa Viagem,12000,0,0,0,0,0,0.20898030513990606,-8.1337535,-34.9025533
apartment,36,1,1,1,Boa Viagem,2600,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,42,1,1,0,Parnamirim,2280,0,1,0,0,0,5.347793314588808,-8.0331482,-34.9150779
apartment,160,5,4,3,Boa Viagem,6232,0,0,0,0,1,0.12003533748353758,-8.1396537,-34.9032052
house,100,2,3,0,Jardim São Paulo,1200,0,0,0,0,0,6.4577334841899985,-8.0792491,-34.9393399
apartment,57,2,2,1,Boa Viagem,2683,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,57,1,3,1,Espinheiro,1400,0,0,0,0,0,3.0895962176013763,-8.0492564,-34.893749
apartment,58,2,2,1,Casa Forte,2830,0,1,0,0,1,5.876997050940563,-8.0326434,-34.9198542
apartment,30,1,1,1,Boa Viagem,1900,0,1,0,0,1,0.43443356755029666,-8.1097853,-34.8925737
apartment,110,3,3,2,Boa Viagem,4500,0,1,0,0,0,0.041568594120322606,-8.1294922,-34.8989414
apartment,34,1,1,1,Boa Viagem,1600,0,0,0,0,1,0.3009391716145918,-8.1317178,-34.9025427
apartment,80,1,3,2,Graças,2800,0,0,0,0,1,3.8804265311527475,-8.0483443,-34.901319
house,700,6,19,6,Graças,20000,0,0,0,0,0,3.7653065758695576,-8.0482667,-34.9002707
apartment,30,1,1,1,Soledade,2100,0,1,0,0,1,2.944255121612553,-8.0556218,-34.8895781
apartment,41,1,1,1,Boa Viagem,2500,0,1,1,0,1,0.7224935013429514,-8.1104844,-34.8964539
apartment,260,1,4,3,Boa Viagem,13000,0,0,0,0,1,0.03108748865001485,-8.1311439,-34.8996451
house,439,2,8,8,Espinheiro,7000,0,0,0,0,0,3.1401839350753664,-8.0469315,-34.894752
house,667,2,1,1,Boa Vista,12000,0,0,0,0,0,3.5121157858509093,-8.05528695,-34.896493047206434
apartment,33,1,1,1,Parnamirim,2700,0,1,0,0,1,4.620483066668919,-8.0344855,-34.908601
house,240,5,6,8,Pina,14200,0,0,0,0,0,0.44721592574570823,-8.0985217,-34.8882013
house,200,2,6,5,Espinheiro,6000,0,0,0,0,0,3.1401839350753664,-8.0469315,-34.894752
apartment,28,1,1,1,Boa Viagem,1900,0,0,0,0,1,0.3795777353639336,-8.1389837,-34.9058445
house,260,5,4,2,Parnamirim,4200,0,0,0,0,0,4.526752960102161,-8.0332728,-34.9075649
apartment,65,1,2,0,Boa Viagem,2400,0,0,0,0,1,0.11786485134227231,-8.1221353,-34.8970671
house,558,4,12,30,Casa Amarela,15000,0,0,0,0,0,5.070545147413133,-8.0280559,-34.9114862
house,629,1,4,0,Apipucos,8000,0,0,0,0,0,8.168229748451237,-8.0190214,-34.9381275
house,150,1,4,3,Espinheiro,3500,0,0,0,0,0,2.398416004931435,-8.0422721,-34.8886899
house,850,6,5,6,Boa Viagem,20000,0,0,0,0,1,0.630532220694912,-8.133342,-34.9065158
house,10,4,11,4,Graças,7900,0,0,0,1,0,3.507779793137915,-8.0471419,-34.8981008
house,120,2,3,0,Pina,1491,0,0,0,0,0,1.1981077866653391,-8.0963033,-34.8946884
house,560,6,5,6,Boa Viagem,20000,0,0,0,0,1,0.630532220694912,-8.133342,-34.9065158
house,10,4,9,3,Madalena,4400,0,0,0,1,0,4.2119057694662,-8.0606058,-34.9094022
house,376,4,5,3,Casa Forte,8500,0,0,0,1,0,5.312652328822898,-8.0362636,-34.9150912
house,70,1,3,0,Casa Amarela,750,0,0,0,0,0,5.8384048146494365,-8.0246343,-34.917753
house,262,2,3,3,Iputinga,3000,0,0,0,1,0,8.21866238699852,-8.0476939,-34.9436759
house,314,3,6,5,Imbiribeira,7000,0,0,0,1,1,2.45102374731333,-8.1094811,-34.9143499
house,10,1,3,3,Cordeiro,1000,0,0,0,1,0,6.447367677884477,-8.050951,-34.9272304
house,550,4,11,8,Várzea,5500,0,0,0,0,0,10.883622126513881,-8.0450381,-34.9691733
house,55,1,2,0,Iputinga,500,0,0,0,0,0,7.097793051189935,-8.0385264,-34.9314125
house,150,3,3,5,Campo Grande,2500,0,0,0,0,0,1.4252715609895377,-8.031161,-34.8766028
house,430,8,20,8,Paissandu,25000,0,0,0,0,0,2.8894918428664966,-8.0615379,-34.895044
house,60,1,2,0,Vasco da Gama,700,0,0,0,1,0,6.822747237486511,-8.0090866,-34.9206921
house,369,3,5,0,Campo Grande,4950,0,0,0,0,0,1.5393064409302217,-8.0345083,-34.8799351
house,250,3,5,3,Casa Forte,6000,0,0,0,1,0,5.93263825354552,-8.0333946,-34.92046
house,60,1,2,0,Alto do Mandu,560,0,0,0,0,0,6.87474790235878,-8.0237719,-34.9272787
house,70,2,2,0,Madalena,1200,0,0,0,0,0,5.056086626532889,-8.0495998,-34.9119291
house,440,2,3,2,Boa Vista,2800,0,0,0,0,0,2.519616249196112,-8.061497500000002,-34.88981203442623
house,10,3,3,2,Cajueiro,1700,0,0,0,0,0,3.780909672995821,-8.0126068,-34.8878065
house,542,3,5,6,Boa Vista,4900,0,0,0,1,0,2.5251378063962147,-8.0613891,-34.88974519772102
house,90,2,4,1,Campo Grande,1300,0,0,0,0,0,1.8531063270301997,-8.0338983,-34.8827539
house,500,5,4,8,Boa Viagem,22000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,220,3,5,1,Boa Viagem,6500,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,90,2,3,0,Várzea,1500,0,0,0,0,0,9.66511353333261,-8.050849,-34.9597413
house,369,3,5,5,Campo Grande,4950,0,0,0,0,0,1.5726852892527785,-8.0344551,-34.8802405
house,10,4,8,4,Cidade Universitária,5000,0,0,0,1,0,8.688606413863843,-8.0544105,-34.9516183
house,300,5,4,4,Monteiro,4800,0,0,0,0,1,6.9701325149606586,-8.0263217,-34.9287912
house,270,5,9,4,Pina,8209,0,0,0,0,0,1.1981077866653391,-8.0963033,-34.8946884
house,300,3,4,3,Espinheiro,3500,0,0,0,1,0,2.68915364112969,-8.0428691,-34.8912789
apartment,34,1,1,0,Boa Viagem,850,0,0,0,0,0,0.3009391716145918,-8.1317178,-34.9025427
house,1000,6,5,12,Boa Viagem,49999,1,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,407,4,5,7,Boa Vista,7000,0,0,0,1,0,2.3437239625230526,-8.0617501,-34.8872674
house,336,4,11,5,Casa Amarela,5000,0,0,0,0,0,5.360236400946585,-8.0293086,-34.914497
house,65,1,2,0,Casa Amarela,650,0,0,0,1,0,5.8384048146494365,-8.0246343,-34.917753
house,480,5,8,10,Imbiribeira,15000,0,0,0,0,0,2.005924716196454,-8.1208462,-34.9147821
house,10,1,2,0,San Martin,1100,0,0,0,1,0,5.827764104319212,-8.0687933,-34.9297753
house,500,1,3,4,Graças,12000,0,0,0,1,1,3.9893918757159406,-8.0507942,-34.9017849
apartment,40,1,1,1,Boa Viagem,2600,0,1,0,0,1,0.21971552815033268,-8.142724,-34.9051392
house,600,1,8,6,Santo Amaro,6500,0,0,0,0,0,2.548686153168918,-8.0496061,-34.8884951
house,100,2,3,1,Ipsep,1500,0,0,0,1,0,2.7033106673200655,-8.1106417,-34.9176072
house,370,4,3,6,Iputinga,5000,0,0,0,1,1,8.563417032437943,-8.0364294,-34.9446427
house,270,1,1,3,Casa Forte,8000,0,0,0,0,0,5.836814966186051,-8.032782,-34.9195052
house,310,7,10,10,Derby,10000,0,0,0,0,0,3.7218373599870263,-8.0552069,-34.8993223
house,500,2,12,25,Graças,12000,0,0,0,0,0,4.023483632363885,-8.0487009,-34.902572
house,428,4,8,10,Parnamirim,7500,0,0,0,0,0,4.825364680755902,-8.0338866,-34.910396
house,110,2,4,1,Vasco da Gama,1500,0,0,0,1,0,6.520238264957988,-8.011774,-34.919054
house,165,3,3,2,Boa Viagem,2000,0,0,0,0,0,1.196770971845101,-8.1351934,-34.9124817
house,189,2,4,2,Boa Viagem,11999,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
house,260,3,4,6,Fundão,2500,0,0,0,1,0,3.772973300294928,-8.0148962,-34.8903969
house,280,3,4,6,Boa Viagem,7150,1,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,140,2,3,8,Imbiribeira,1900,0,0,0,0,0,2.576873972368226,-8.1078015,-34.9146615
house,608,3,4,6,Encruzilhada,12000,0,0,0,1,0,2.1062589839137718,-8.0380763,-34.8860558
house,300,4,4,3,Torreão,6000,0,0,0,0,0,1.7018661774928683,-8.0394037,-34.8824678
house,250,1,3,0,Imbiribeira,2000,0,0,0,1,0,2.5072741614156606,-8.1028376,-34.9108623
house,350,3,4,12,Boa Viagem,11882,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,400,7,5,4,Parnamirim,7500,0,0,0,0,0,5.347793314588808,-8.0331482,-34.9150779
apartment,30,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.3099828355964977,-8.1174236,-34.896487
house,260,4,4,3,Madalena,3500,0,0,0,1,0,4.217602372651681,-8.0587883,-34.9083106
house,280,2,8,8,Graças,8000,0,0,0,1,0,3.9613565062874447,-8.049984,-34.9017221
house,80,1,3,1,Ipsep,1500,0,0,0,0,0,2.7033106673200655,-8.1106417,-34.9176072
house,240,4,4,2,Boa Viagem,2900,0,0,0,0,0,0.6358406054054109,-8.1409775,-34.909062
house,200,6,8,0,Santo Amaro,4000,0,0,0,0,0,2.584022303724726,-8.048386449999999,-34.88922925014013
house,290,2,5,2,Poço da Panela,9500,0,0,0,0,1,6.154801755704531,-8.0371739,-34.9228032
house,260,2,3,0,Imbiribeira,2500,0,0,0,0,0,3.0765872831103764,-8.0894965,-34.9103062
house,124,1,3,3,Cordeiro,1000,0,0,0,1,0,6.805098089533412,-8.0476951,-34.9290593
house,110,2,3,2,Boa Viagem,15500,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,200,2,5,2,Cordeiro,3500,0,0,0,1,0,6.345054680591661,-8.0470006,-34.9241859
house,585,5,6,5,Boa Viagem,28000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
house,250,4,5,4,Várzea,5000,0,0,0,0,1,8.789905542311462,-8.0441892,-34.9477128
house,238,3,4,6,Graças,10000,0,0,0,0,0,3.759485288804736,-8.0451664,-34.9007686
house,298,3,1,10,Boa Vista,7000,0,1,0,0,0,2.3437239625230526,-8.0617501,-34.8872674
house,280,1,2,0,Parnamirim,10000,0,0,0,1,0,4.499535843742572,-8.0343363,-34.9074744
house,440,3,8,15,Casa Amarela,6000,0,0,0,0,0,5.8384048146494365,-8.0246343,-34.917753
house,574,2,4,2,Casa Amarela,7000,0,0,0,1,0,6.0937912973374155,-8.0288991,-34.9212122
house,197,3,4,15,Espinheiro,6000,0,0,0,0,0,2.68915364112969,-8.0428691,-34.8912789
house,328,2,4,4,Espinheiro,4000,0,0,0,0,0,2.2460470179819194,-8.0415931,-34.8873604
house,10,7,4,0,Casa Amarela,4500,0,0,0,0,0,5.9331892609340695,-8.0286003,-34.9196617
house,290,2,3,3,Espinheiro,3500,0,0,0,0,0,2.398416004931435,-8.0422721,-34.8886899
house,80,1,2,1,Cordeiro,1100,0,0,0,1,0,6.064422164125631,-8.0530389,-34.9244261
house,100,1,1,0,Santo Amaro,1200,0,0,0,1,0,1.9089843126277464,-8.0509304,-34.8814476
house,147,1,3,0,Boa Vista,1500,0,0,0,1,0,2.3703807181611203,-8.0632353,-34.88988028013604
house,160,2,3,2,Boa Viagem,3600,0,0,0,0,0,0.3147281099487244,-8.1141184,-34.8933999
house,189,2,4,2,Boa Viagem,12000,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
house,10,3,5,4,Hipódromo,2800,0,0,0,1,0,2.5133657924794983,-8.0335004,-34.8889293
house,200,2,2,3,San Martin,2000,0,0,0,0,0,5.988663604668495,-8.0714813,-34.9324666
house,225,1,3,1,Cordeiro,1400,0,0,0,0,0,6.867298945917638,-8.0529942,-34.9326296
house,60,1,2,1,Barro,450,0,0,0,1,0,5.915708169285773,-8.0951409,-34.9423269
house,233,6,4,6,Cordeiro,9000,0,0,1,1,1,6.259596398011023,-8.060078,-34.9297138
house,130,1,3,3,Cordeiro,2500,0,0,0,1,0,5.818826558270056,-8.0474532,-34.919313
house,132,2,1,0,Santo Amaro,2500,0,0,0,0,0,1.9089843126277464,-8.0509304,-34.8814476
apartment,140,5,4,2,Boa Viagem,4500,0,0,0,0,1,0.27974800647530773,-8.1427483,-34.9062995
apartment,50,1,2,1,Pina,2300,0,0,1,0,1,0.27660766453208646,-8.1019401,-34.8880855
