property_type,area,bathrooms,bedrooms,parking_spots,neighborhood,rent,more_than_1_floor,furnished,barbecue_grill,kitchen,pool,beach_distance,latitude,longitude
apartment,130,4,3,2,Boa Viagem,4900,0,0,0,0,1,0.1403461152126499,-8.1081585,-34.889543592761115
apartment,380,2,4,1,Boa Viagem,6716,0,0,0,0,0,0.1908688727691904,-8.11411085,-34.89183840782844
apartment,118,2,3,1,Aflitos,1990,0,0,0,0,0,3.4003042845296965,-8.0432522,-34.89772584150374
apartment,60,1,3,1,Espinheiro,1977,0,0,0,1,0,2.3329350415037324,-8.0403312,-34.8882009
apartment,110,3,3,1,Prado,2070,0,0,0,0,0,5.33427175912448,-8.0608268,-34.9209488
apartment,65,2,2,2,Boa Viagem,2900,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,62,1,3,1,Encruzilhada,2200,0,1,0,0,1,2.701825281371107,-8.0339219,-34.8908133
apartment,50,1,2,1,Madalena,1708,0,0,1,0,1,4.680627819661518,-8.0508853,-34.9082074
apartment,150,5,4,3,Boa Viagem,6500,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,110,2,3,2,Boa Viagem,3000,0,0,0,0,0,1.0879401896502137,-8.125587,-34.9076832
apartment,100,2,3,1,Madalena,1400,0,0,0,0,0,5.056086626532889,-8.0495998,-34.9119291
apartment,10,1,2,1,Boa Viagem,4200,0,1,1,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,100,3,3,1,Ponto de Parada,2800,0,0,0,0,0,3.2858029703025737,-8.0296628,-34.8950395
apartment,98,3,4,1,Boa Viagem,2250,0,0,0,0,0,0.7289452416277274,-8.113724,-34.8988243
apartment,170,1,4,2,Boa Viagem,5500,0,0,0,0,1,0.23742945446543998,-8.1444338,-34.90703998267796
apartment,120,3,2,2,Imbiribeira,7600,0,1,0,0,1,1.4333488709126943,-8.1105241,-34.9043509
apartment,123,3,3,2,Boa Viagem,3800,0,1,0,0,1,0.6397479534036149,-8.1242169,-34.9028404
apartment,115,3,3,2,Boa Viagem,4260,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,40,1,1,0,Boa Viagem,1300,0,0,0,1,0,0.5685375141688558,-8.124578,-34.902285
apartment,50,1,2,1,Pina,2800,0,0,1,0,1,0.15847802764650035,-8.1006586,-34.8863156
apartment,44,1,2,1,Parnamirim,3400,0,1,1,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,260,6,4,3,Boa Viagem,7500,0,0,0,0,1,0.1502276390415304,-8.1346018,-34.9023439
apartment,65,1,2,1,Boa Viagem,1800,0,0,0,0,0,0.371180671249427,-8.112024,-34.8936359
apartment,125,3,3,1,Boa Viagem,2300,0,0,0,0,1,1.1501730288222352,-8.1372503,-34.912703
apartment,83,3,3,2,Rosarinho,2700,0,0,1,0,1,3.3897051163490346,-8.0356379,-34.8974913
apartment,52,1,2,1,Boa Viagem,3500,0,1,1,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,128,3,3,1,Boa Viagem,4250,0,0,0,0,0,0.13297657962328263,-8.111887450000001,-34.89046296761812
apartment,450,2,4,4,Boa Viagem,12800,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,70,3,3,1,Boa Viagem,2000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,178,5,1,2,Boa Viagem,5500,0,0,0,0,0,0.5986541021756294,-8.1427465,-34.9098556
apartment,33,1,1,1,Parnamirim,2600,0,1,1,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,90,3,3,2,Monteiro,3850,0,0,0,0,0,6.4162072630680465,-8.0294137,-34.9242898
apartment,145,1,4,2,Boa Viagem,7500,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,68,2,2,1,Torre,1800,0,0,1,0,0,4.713071497978603,-8.0424292,-34.9097309
apartment,140,3,3,1,Boa Viagem,2800,0,0,0,1,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,43,1,1,1,Boa Viagem,3500,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,99,1,3,0,Boa Viagem,4450,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,152,4,4,2,Boa Viagem,7200,0,0,0,0,1,0.19501189063222846,-8.1338139,-34.9024339
apartment,225,5,4,3,Boa Viagem,7330,0,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,68,2,2,1,Boa Viagem,2700,0,1,0,0,1,0.07226278027510875,-8.1209374,-34.8960559
apartment,169,5,4,2,Boa Viagem,5500,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,65,1,2,1,Parnamirim,2320,0,0,0,0,1,4.911294353908562,-8.0308284,-34.910659
apartment,210,3,4,3,Boa Viagem,10000,0,1,0,0,0,0.20582617271498385,-8.1060992,-34.8878784750667
apartment,160,1,4,3,Boa Viagem,6000,0,0,0,0,0,0.12003533748353758,-8.1396537,-34.9032052
apartment,80,2,2,2,Boa Viagem,3100,0,1,0,1,1,0.3644745588139486,-8.1142064,-34.8948953
apartment,36,1,1,0,Boa Viagem,1800,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,50,1,2,1,Boa Viagem,3000,0,1,0,0,1,0.26004951497622236,-8.1066193,-34.8887248
apartment,260,1,4,3,Boa Viagem,12000,0,0,0,0,1,0.03108748865001485,-8.1311439,-34.8996451
apartment,120,1,3,1,Boa Viagem,2825,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,33,1,1,1,Passarinho,2600,0,0,1,0,1,8.915792308739375,-7.9818033,-34.9231801
apartment,180,3,4,0,Boa Viagem,3800,0,0,1,1,0,0.19906570442225885,-8.128717,-34.9001964
apartment,78,2,2,1,Boa Viagem,2200,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,92,2,3,1,Derby,2799,0,0,1,0,1,3.4943343244561125,-8.0577836,-34.8990371
apartment,55,1,2,1,Tamarineira,2300,0,0,1,0,1,3.835352845447469,-8.0324159,-34.9010191
apartment,54,2,2,1,Boa Viagem,2500,0,0,1,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,86,1,3,1,Campo Grande,2000,0,0,0,1,0,1.63835756897844,-8.0316256,-34.879409
apartment,110,3,3,1,Jaqueira,2450,0,0,0,0,0,3.984686144433293,-8.0359157,-34.9029636
apartment,11,3,4,2,Boa Viagem,3800,0,0,1,0,1,0.3464176989078921,-8.1430362,-34.9073374
apartment,142,1,3,0,Boa Vista,1700,0,0,0,1,0,2.3437239625230526,-8.0617501,-34.8872674
apartment,175,3,4,2,Boa Viagem,5800,0,0,0,0,0,0.12767843507921722,-8.1158134,-34.8932917
apartment,130,2,3,2,Boa Viagem,2000,0,0,0,0,0,0.13067277346803924,-8.1214079,-34.8968663
apartment,118,3,3,1,Espinheiro,1900,0,0,0,0,0,2.8237023263304324,-8.0423254,-34.8925592
apartment,130,4,3,2,Casa Amarela,3500,0,0,0,0,1,6.007032255197192,-8.0286873,-34.9203649
apartment,120,3,2,1,Boa Viagem,2300,0,0,0,0,0,0.10662695153542326,-8.1325095,-34.9008901
apartment,61,1,2,1,Madalena,1800,0,0,0,1,0,4.703865652311435,-8.0480675,-34.9089637
apartment,40,1,1,0,Madalena,1000,0,0,0,0,0,3.9357521223811323,-8.0573639,-34.9040562
apartment,50,2,2,1,Boa Viagem,2000,0,0,0,0,0,1.0042301161677258,-8.1270134,-34.9074451
apartment,50,2,2,1,Boa Viagem,2200,0,0,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,43,2,2,1,Torre,2200,0,0,0,0,1,4.303209702404411,-8.0444769,-34.9058322
apartment,45,1,2,1,Tamarineira,2400,0,0,0,0,0,4.153216343804728,-8.0295374,-34.9032647
apartment,30,1,2,0,Imbiribeira,440,0,0,0,0,0,2.6244119930394088,-8.0859792,-34.9049828
apartment,45,1,2,1,Graças,2100,0,0,0,0,1,3.713065127411224,-8.038824049999999,-34.900703699999994
apartment,43,1,2,1,Boa Viagem,2000,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,45,1,1,1,Boa Viagem,2500,0,1,0,1,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,34,1,1,1,Pina,2000,0,1,0,0,1,1.1136362908777901,-8.0868917,-34.8910271
apartment,45,1,1,1,Madalena,2500,0,1,0,0,1,4.162236796256467,-8.0545997,-34.9043633
apartment,187,4,4,3,Boa Viagem,6900,0,0,0,0,1,0.11944172317951068,-8.1402909,-34.9038613
apartment,178,5,4,3,Boa Viagem,9615,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,201,1,4,3,Ilha do Retiro,6500,0,0,0,0,1,3.406465146248824,-8.0622515,-34.9017685
apartment,95,1,3,2,Boa Viagem,2600,0,0,1,0,1,1.1327997648976824,-8.1222201,-34.9068541
apartment,217,1,4,3,Boa Viagem,4000,0,0,0,1,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,40,1,1,1,Boa Viagem,1700,0,1,0,0,1,0.5664914188132781,-8.1100871,-34.8946066
apartment,105,2,3,1,Boa Viagem,2800,0,0,0,0,0,0.12907358542502867,-8.1178258,-34.8947813
apartment,135,3,3,1,Boa Vista,2800,0,0,0,0,0,2.885588240037353,-8.060049249999999,-34.89335655319411
apartment,40,1,1,0,Ilha do Leite,1200,0,1,0,0,0,2.5961626407587004,-8.064187449999999,-34.8939078
apartment,75,2,3,1,Imbiribeira,1800,0,0,0,0,1,3.021345541173236,-8.0952449,-34.9122655
apartment,235,5,4,2,Boa Viagem,5000,0,0,0,0,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,115,3,3,2,Boa Viagem,3587,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,80,1,3,2,Boa Viagem,2800,0,0,0,0,1,0.15358664378643422,-8.1092478,-34.8899247
apartment,70,3,2,1,Torre,1800,0,0,0,1,0,4.713071497978603,-8.0424292,-34.9097309
apartment,63,2,2,1,Várzea,1200,0,0,0,1,0,9.659189161012673,-8.0321729,-34.9543169
apartment,118,1,3,1,Boa Viagem,1700,0,0,0,1,0,0.27468491576096854,-8.1106046,-34.89095798615213
apartment,75,2,2,1,Boa Viagem,2700,0,0,1,0,1,0.4179401969169574,-8.1063523,-34.8913002
apartment,86,2,3,2,Boa Viagem,2700,0,0,1,0,1,1.0515493927636685,-8.1270868,-34.9079663
apartment,38,1,1,1,Paissandu,1700,0,0,1,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,115,3,3,1,Parnamirim,3900,0,0,1,0,1,5.347793314588808,-8.0331482,-34.9150779
apartment,50,2,2,2,Casa Forte,2300,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,120,3,3,2,Casa Forte,3150,0,0,0,0,0,5.876997050940563,-8.0326434,-34.9198542
apartment,35,1,1,1,Madalena,1900,0,1,0,0,1,4.176777159056447,-8.0563054,-34.9060124
apartment,75,2,2,1,Boa Viagem,2300,0,0,0,0,1,1.2644979036650392,-8.1266931,-34.9099144
apartment,51,2,2,1,Pina,2500,0,0,0,1,1,0.27660766453208646,-8.1019401,-34.8880855
apartment,52,2,2,1,Boa Viagem,3500,0,1,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,35,1,1,1,Boa Viagem,1450,0,1,0,1,0,0.3760939540361263,-8.1345709,-34.9044586
apartment,65,2,3,1,Boa Vista,2040,0,0,0,0,1,2.661010108885919,-8.0615336,-34.89196122829392
apartment,70,1,3,1,Jardim São Paulo,946,0,0,0,0,0,6.585640495392962,-8.0785154,-34.9402783
apartment,35,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.1297550488938444,-8.119691,-34.8959229
apartment,34,1,1,1,Pina,2300,0,1,1,0,1,1.1214343619273508,-8.0876561,-34.8913671
apartment,90,3,3,1,Boa Vista,1950,0,0,0,0,0,3.145456061162254,-8.0517552,-34.893471206507286
apartment,62,1,3,2,Encruzilhada,2000,0,0,0,0,1,2.701825281371107,-8.0339219,-34.8908133
apartment,96,3,3,1,Boa Viagem,2710,0,0,0,0,0,0.5666294950631254,-8.1223405,-34.9014857
apartment,405,1,4,3,Boa Viagem,12380,0,0,0,0,1,0.060010289945065215,-8.1227396,-34.8967529
apartment,75,2,3,1,Madalena,1875,0,0,0,0,1,4.552737687435421,-8.0486187,-34.9074645
apartment,30,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.8038302893748615,-8.1095853,-34.896832
apartment,58,2,2,1,Boa Viagem,2600,0,1,0,0,1,0.7515783819224551,-8.1139123,-34.8991564
apartment,86,3,3,2,Madalena,3097,0,0,1,0,1,4.543509846810334,-8.050698950000001,-34.90697487185864
apartment,54,1,2,1,Ilha do Leite,1600,0,0,0,0,0,2.3931407215199005,-8.065231449999999,-34.89236708850922
apartment,90,2,2,1,Casa Amarela,2899,0,1,0,0,1,5.8384048146494365,-8.0246343,-34.917753
apartment,35,1,1,1,Casa Amarela,1900,0,1,0,0,1,4.628323221939188,-8.0261687,-34.9067176
apartment,46,2,2,0,Boa Viagem,1000,0,0,0,1,0,0.26542907158356105,-8.1312276,-34.902002
apartment,80,3,2,1,Boa Viagem,3000,0,1,0,0,0,0.2238668628625175,-8.1170065,-34.8951335
apartment,177,1,4,3,Boa Viagem,7750,0,0,0,0,1,0.12180481780680746,-8.1018264,-34.8862846
apartment,48,1,1,0,Boa Vista,850,0,0,0,0,0,2.249189443494944,-8.06132415,-34.88450395802437
apartment,35,1,1,1,Boa Viagem,2300,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,65,1,3,1,Boa Viagem,2500,0,0,0,0,1,0.23582373902202838,-8.12432,-34.898888
apartment,174,1,4,3,Boa Viagem,7500,0,0,0,0,1,0.13960412647206857,-8.1447856,-34.9062251
apartment,100,1,3,1,Iputinga,1380,0,0,0,1,0,7.89432343134217,-8.042688,-34.9386063
apartment,38,1,1,1,Boa Viagem,1600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,80,1,2,1,Boa Viagem,1580,0,0,0,1,0,0.5293909780303374,-8.1314395,-34.9047112
apartment,34,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.6383989926404443,-8.1112125,-34.8959199
apartment,55,2,2,1,Boa Viagem,3400,0,0,0,1,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,29,1,1,1,Boa Viagem,1600,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,65,2,2,1,Boa Viagem,2300,0,0,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,88,2,3,1,Boa Vista,1600,0,0,0,0,0,3.357018297752175,-8.057872549999999,-34.89734005030554
apartment,81,3,3,2,Boa Viagem,3900,0,0,1,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,106,3,3,2,Boa Viagem,3400,0,0,1,0,1,0.533506441837032,-8.1334699,-34.905631
apartment,29,1,1,1,Boa Viagem,2750,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,41,1,1,1,Madalena,1150,0,0,0,0,0,4.153175704244611,-8.0581295,-34.9071394
apartment,110,1,3,2,Parnamirim,3500,0,0,0,0,0,4.505490422731089,-8.0328324,-34.907295
apartment,98,1,3,2,Boa Viagem,7950,0,0,0,0,1,1.0939820328088528,-8.1165382,-34.9042079
apartment,115,3,3,1,Boa Viagem,3900,0,1,1,0,1,0.5566656450733077,-8.1237396,-34.9018334
apartment,101,2,3,1,Boa Viagem,2700,0,0,0,0,1,0.9784670036389564,-8.1258765,-34.9067196
apartment,400,1,4,5,Pina,25000,0,0,0,0,1,0.0329553595213586,-8.0973128,-34.8834512
apartment,85,3,3,2,Tamarineira,2900,0,0,0,0,1,4.262700032156519,-8.0319773,-34.9048891
apartment,107,3,3,2,Madalena,2661,0,0,0,0,0,3.9923813240207147,-8.0574217,-34.9047666
apartment,51,1,2,1,Casa Amarela,1901,0,0,0,0,0,5.8384048146494365,-8.0246343,-34.917753
apartment,10,1,3,2,Boa Viagem,4500,0,0,0,1,1,0.7224935013429514,-8.1104844,-34.8964539
apartment,45,1,1,1,Imbiribeira,750,0,0,0,0,0,1.3882641093233734,-8.1126521,-34.9050226
apartment,217,4,4,3,Boa Viagem,5100,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,180,5,4,3,Boa Viagem,6500,0,0,0,0,1,0.4733892561950962,-8.1079255,-34.892727
apartment,110,2,3,2,Boa Viagem,3000,0,0,0,0,1,1.2644979036650392,-8.1266931,-34.9099144
apartment,35,1,1,1,Boa Viagem,850,0,0,0,1,0,0.20096157145624313,-8.1135401,-34.8922088
apartment,162,1,3,1,Boa Viagem,2830,0,0,0,0,0,0.10463729884056842,-8.133819899999999,-34.901602271073216
apartment,81,1,3,0,Casa Amarela,1450,0,0,0,1,0,5.8384048146494365,-8.0246343,-34.917753
apartment,85,2,2,1,Boa Viagem,2500,0,0,0,0,0,0.09389985922994741,-8.1399699,-34.9033176
apartment,140,3,3,2,Casa Forte,2500,0,0,0,1,0,5.254212956451181,-8.0371424,-34.9146192
apartment,36,1,1,1,Boa Viagem,1700,0,1,1,0,1,0.6866580878219425,-8.1127734,-34.897669
apartment,58,2,2,1,Pina,3000,0,1,0,1,0,0.3949442161797805,-8.095166,-34.8859365
apartment,51,1,2,0,Boa Vista,1300,0,0,0,0,0,2.3437239625230526,-8.0617501,-34.8872674
apartment,30,1,1,1,Graças,1800,0,1,0,0,1,3.507779793137915,-8.0471419,-34.8981008
apartment,160,1,4,3,Boa Viagem,6500,0,0,0,0,1,0.12003533748353758,-8.1396537,-34.9032052
apartment,37,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.12767843507921722,-8.1158134,-34.8932917
apartment,230,4,5,3,Boa Viagem,6000,0,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,90,2,3,2,Boa Viagem,3262,0,0,1,0,1,0.4034020735192404,-8.1140242,-34.8952478
apartment,50,1,2,2,Casa Forte,2299,0,0,0,0,1,5.691941074711678,-8.0337811,-34.9183073
apartment,71,3,2,1,Imbiribeira,2700,0,0,0,0,1,1.7652480185840782,-8.1101578,-34.9075502
apartment,37,1,1,1,Boa Viagem,1700,0,1,0,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,70,2,3,1,Boa Viagem,2229,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,54,2,2,1,Jaqueira,3718,0,0,0,0,0,3.984686144433293,-8.0359157,-34.9029636
apartment,35,1,1,1,Pina,2100,0,1,0,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,34,1,1,1,Santo Amaro,1800,0,0,0,0,1,2.6840850126298648,-8.0522661,-34.8887143
apartment,52,1,2,1,Casa Amarela,1900,0,0,0,0,1,5.8384048146494365,-8.0246343,-34.917753
apartment,50,1,1,1,Boa Viagem,1900,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,175,1,4,3,Boa Viagem,8000,0,0,1,0,1,0.7377527661337858,-8.111654,-34.8971319
apartment,30,1,1,1,Casa Forte,1900,0,1,1,0,1,5.597965440904693,-8.0309812,-34.9170309
apartment,175,2,4,2,Boa Viagem,5250,0,0,1,0,1,0.3028261791733712,-8.1439185,-34.9074365
apartment,80,2,3,1,Boa Vista,1750,0,0,0,1,0,2.101712208246607,-8.0618222,-34.8819351
apartment,55,1,2,0,Imbiribeira,800,0,0,0,0,0,1.6314627904828012,-8.1188631,-34.9105289
apartment,140,3,3,1,Pina,5500,0,0,0,0,0,0.0329553595213586,-8.0973128,-34.8834512
apartment,60,2,2,1,Torre,1500,0,0,0,0,0,4.54183786652423,-8.0385769,-34.908218
apartment,50,1,2,1,Madalena,2000,0,0,0,1,1,4.680627819661518,-8.0508853,-34.9082074
apartment,37,1,1,1,Espinheiro,1900,0,0,0,1,1,2.8506329530087404,-8.0440056,-34.8926061
apartment,30,1,1,1,Boa Viagem,1900,0,1,0,1,0,0.6383989926404443,-8.1112125,-34.8959199
apartment,82,2,2,1,Boa Viagem,2000,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,80,2,2,2,Boa Viagem,3000,0,0,0,0,0,0.3795777353639336,-8.1389837,-34.9058445
apartment,120,3,3,1,Boa Viagem,2500,0,0,0,0,0,0.630532220694912,-8.133342,-34.9065158
apartment,10,1,3,0,Aflitos,3000,0,0,1,0,1,3.325036615668816,-8.0373806,-34.897093
apartment,50,1,1,1,Boa Viagem,2200,0,0,1,0,1,0.29337696039510613,-8.1071486,-34.8905004
apartment,40,1,1,1,Boa Viagem,2400,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,44,1,2,1,Parnamirim,3500,0,1,0,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,25,1,1,1,Boa Viagem,1700,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,97,2,2,1,Graças,2200,0,0,0,0,0,3.759485288804736,-8.0451664,-34.9007686
apartment,58,2,2,1,Boa Viagem,3500,0,1,0,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,30,1,1,1,Parnamirim,1900,0,1,0,0,1,5.00067435729679,-8.0326444,-34.911818
apartment,60,2,3,1,Encruzilhada,2245,0,0,1,0,1,2.701825281371107,-8.0339219,-34.8908133
apartment,78,1,2,1,Boa Viagem,3001,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,140,5,4,2,Boa Viagem,4800,0,0,1,0,1,0.37637634440419215,-8.1200732,-34.8987337
apartment,140,3,4,2,Boa Viagem,4500,0,0,0,1,0,0.4768367596161392,-8.110427,-34.8938452
apartment,77,2,3,1,Rosarinho,2600,0,0,1,0,1,3.5080709942083477,-8.0345431,-34.8984091
apartment,50,2,2,1,Casa Forte,2300,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,143,1,3,2,Parnamirim,4550,0,0,1,0,1,5.347793314588808,-8.0331482,-34.9150779
apartment,37,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,30,1,1,1,Casa Forte,1599,0,0,1,0,1,5.597965440904693,-8.0309812,-34.9170309
apartment,53,1,2,1,Boa Viagem,2900,0,0,0,0,1,0.6383989926404443,-8.1112125,-34.8959199
apartment,106,4,3,2,Torre,4300,0,0,0,0,1,4.46405658427687,-8.0425107,-34.9074638
apartment,401,6,4,4,Boa Viagem,22000,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,41,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,25,1,1,1,Boa Viagem,1600,0,0,0,0,1,0.17544705917728698,-8.1383153,-34.9037576
apartment,120,3,4,2,Boa Viagem,3700,0,0,1,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,157,4,4,2,Pina,8199,0,1,0,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,61,1,3,1,Encruzilhada,2245,0,0,1,0,1,2.701825281371107,-8.0339219,-34.8908133
apartment,202,3,4,2,Parnamirim,5200,0,0,0,0,0,5.347793314588808,-8.0331482,-34.9150779
apartment,61,2,3,1,Cordeiro,2300,0,0,1,0,1,7.160620631077424,-8.0472471,-34.932554203752645
apartment,100,3,3,2,Pina,4500,0,1,0,0,1,0.2932672077363137,-8.0939317,-34.8836477
apartment,65,2,2,1,Boa Viagem,3000,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,91,2,2,1,Madalena,2000,0,0,0,0,0,4.556213693803973,-8.0537581,-34.9083686
apartment,110,3,3,1,Boa Viagem,2600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,27,1,1,1,Boa Viagem,1500,0,1,0,0,1,0.5459424387060171,-8.1233163,-34.9015662
apartment,55,2,2,1,Boa Viagem,3500,0,1,0,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,60,1,3,1,Encruzilhada,2200,0,0,0,0,1,2.065377702830974,-8.0365417,-34.885474
apartment,81,1,3,2,Boa Viagem,4065,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,200,1,4,0,Boa Viagem,1900,0,0,0,0,0,0.7227681149373681,-8.1175024,-34.900879
apartment,50,2,2,1,Casa Forte,2500,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,96,1,3,2,Boa Viagem,4500,0,1,0,0,1,0.0938971282652827,-8.1199395,-34.8957061
apartment,44,2,2,1,Parnamirim,3500,0,1,0,0,1,4.620483066668919,-8.0344855,-34.908601
apartment,46,1,1,1,Boa Viagem,2200,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,35,1,1,1,Boa Viagem,2900,0,0,0,0,0,0.09209919596928653,-8.1018948,-34.8860013
apartment,136,6,4,2,Rosarinho,4300,0,0,1,0,1,3.3871363093471554,-8.0331253,-34.8970122
apartment,50,1,2,2,Casa Forte,2750,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,52,2,2,1,Boa Viagem,2399,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,40,1,1,1,Boa Viagem,1900,0,1,0,0,1,0.43443356755029666,-8.1097853,-34.8925737
apartment,80,3,3,1,Espinheiro,3000,0,1,0,1,0,2.851794014755245,-8.0426365,-34.8927867
apartment,190,4,4,3,Pina,10000,0,0,1,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,50,1,2,0,Casa Amarela,570,0,0,0,0,0,6.289313907984812,-8.0239166,-34.9218056
apartment,96,1,3,2,Boa Viagem,4500,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,54,2,2,1,Boa Viagem,2650,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,100,3,3,1,Tamarineira,2600,0,0,0,0,0,4.4840162903714695,-8.0327097,-34.9070755
apartment,65,1,3,1,Torre,2100,0,0,0,0,1,4.993222680037368,-8.0478098,-34.9116778
apartment,54,2,2,1,Boa Viagem,3800,0,0,0,0,0,0.2500003925559662,-8.1146877,-34.8928998
apartment,80,2,3,2,Boa Viagem,1600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,129,2,2,1,Boa Viagem,2200,0,0,0,0,0,0.447764864138378,-8.1170247,-34.8976795
apartment,72,3,1,1,Boa Viagem,1600,0,0,0,0,0,0.4850600198879399,-8.1295422,-34.9034457
apartment,52,1,1,1,Santo Amaro,2000,0,1,0,0,1,2.600114963450155,-8.0456496,-34.8900026
apartment,90,2,3,1,Boa Viagem,2870,0,0,0,1,1,0.9991697177835039,-8.1256387,-34.9068085
apartment,59,1,2,1,Boa Viagem,2820,0,0,0,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,150,4,4,2,Boa Viagem,7000,0,0,0,0,1,0.12003533748353758,-8.1396537,-34.9032052
apartment,45,1,1,1,Boa Viagem,3000,0,0,0,0,1,0.20898030513990606,-8.1337535,-34.9025533
apartment,60,2,2,1,Boa Viagem,2323,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,2,1,Boa Viagem,3999,0,0,0,0,0,1.2644979036650392,-8.1266931,-34.9099144
apartment,156,4,4,2,Parnamirim,4500,0,0,0,0,1,4.825364680755902,-8.0338866,-34.910396
apartment,120,1,3,1,Boa Viagem,2600,0,0,0,1,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,460,5,4,3,Boa Viagem,13500,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,50,2,2,1,Boa Viagem,1850,0,0,1,0,1,0.4179401969169574,-8.1063523,-34.8913002
apartment,34,1,1,0,Passarinho,2700,0,0,1,0,1,8.915792308739375,-7.9818033,-34.9231801
